Contigs/genes number,CA_2to10DPI_align_un.txt,CA_2to10DPI_align_mult.txt,CA_11to28DPI_align_un.txt,CA_11to28DPI_align_mult.txt,CA_root_align_un.txt,CA_root_align_mult.txt
CONTIG72364,0,0,0,0,1,1
CONTIG72365,1,1,0,0,3,3
CONTIG72366,2,2,2,2,0,0
CONTIG72367,0,0,0,0,1,1
CONTIG72368,31,31,79,93,90,105
CONTIG72369,0,0,0,0,0,0
CONTIG72370,1,1,6,6,2,2
CONTIG72371,0,0,1,1,0,0
CONTIG72372,0,0,0,0,0,0
CONTIG72373,1,1,0,0,0,0
CONTIG72374,0,0,0,0,0,0
CONTIG72375,1,1,3,3,1,1
CONTIG72376,0,0,0,0,0,0
CONTIG72377,0,0,0,0,0,0
CONTIG72378,0,0,1,1,1,1
CONTIG72379,0,0,44,46,0,0
CONTIG72380,0,0,1,1,0,0
CONTIG72381,0,0,1,1,0,0
CONTIG72382,0,0,1,1,1,1
CONTIG72383,1,1,0,0,0,0
CONTIG72384,0,0,6,6,0,0
CONTIG72385,0,0,0,0,1,1
CONTIG72386,0,0,0,0,1,1
CONTIG72387,0,0,0,0,1,1
CONTIG72388,1,1,0,0,0,0
CONTIG72389,3,3,3,3,3,3
CONTIG72390,0,0,1,1,0,0
CONTIG72391,0,0,0,0,1,1
CONTIG72392,3,3,1,1,3,3
CONTIG72393,1,1,0,0,2,2
CONTIG72394,0,0,0,0,4,4
CONTIG72395,19,19,5,5,18,18
CONTIG72396,0,0,1,1,0,0
CONTIG72397,0,0,0,0,0,0
CONTIG72398,0,0,0,0,0,0
CONTIG72399,0,0,0,0,0,0
CONTIG72400,1,1,0,0,0,0
CONTIG72401,0,0,0,0,1,1
CONTIG72402,0,0,0,0,0,0
CONTIG72403,0,0,1,1,0,0
CONTIG72404,0,0,0,0,0,0
CONTIG72405,2,2,0,0,0,0
CONTIG72406,5,5,18,18,10,10
CONTIG72407,0,0,17,17,0,0
CONTIG72408,0,0,2214,2254,2,2
CONTIG72409,0,0,15,15,0,0
CONTIG72410,0,0,2,6,0,0
CONTIG72411,0,0,1,1,0,0
CONTIG72412,0,0,2,2,0,0
CONTIG72413,0,0,1,1,0,0
CONTIG72414,0,0,5,5,0,0
CONTIG72415,0,0,1,1,0,0
CONTIG72416,0,0,0,0,0,0
CONTIG72417,3,3,2,2,5,5
CONTIG72418,0,0,0,0,0,0
CONTIG72419,0,0,0,0,0,0
CONTIG72420,0,0,1,1,1,1
CONTIG72421,0,0,0,0,0,0
CONTIG72422,0,0,0,0,0,0
CONTIG72423,0,0,0,0,0,0
CONTIG72424,0,0,0,0,1,1
CONTIG72425,1,1,1,1,0,0
CONTIG72426,1,1,2,2,0,0
CONTIG72427,0,0,1,1,0,0
CONTIG72428,0,0,1,1,1,1
CONTIG72429,1,1,0,0,0,0
CONTIG72430,0,0,0,0,1,1
CONTIG72431,0,0,0,0,1,1
CONTIG72432,2,2,1,1,0,0
CONTIG72433,3,3,2,2,1,1
CONTIG72434,0,0,0,0,0,0
CONTIG72435,0,0,0,0,0,0
CONTIG72436,0,0,0,0,1,1
CONTIG72437,2,2,0,0,0,0
CONTIG72438,55,55,108,108,61,63
CONTIG72439,12,12,4,4,2,2
CONTIG72440,0,0,0,0,1,1
CONTIG72441,0,0,1,1,0,0
CONTIG72442,1,1,5,5,2,2
CONTIG72443,3,3,1,1,2,2
CONTIG72444,1,1,0,0,0,0
CONTIG72445,0,0,0,0,1,1
CONTIG72446,0,0,0,0,0,0
CONTIG72447,0,0,0,0,0,0
CONTIG72448,11,11,8,8,1,1
CONTIG72449,9,11,12,12,8,8
CONTIG72450,2,2,2,2,1,1
CONTIG72451,0,0,0,0,0,0
CONTIG72452,0,0,0,0,0,0
CONTIG72453,0,0,0,0,0,0
CONTIG72454,0,0,0,0,0,0
CONTIG72455,2,2,2,2,0,0
CONTIG72456,2,2,0,0,0,0
CONTIG72457,1,1,0,0,0,0
CONTIG72458,0,0,1,1,0,0
CONTIG72459,0,0,0,0,0,0
CONTIG72460,0,0,2,2,0,0
CONTIG72461,0,0,1,1,0,0
CONTIG72462,5,5,4,4,5,5
CONTIG72463,0,0,0,0,0,0
CONTIG72464,6,6,3,3,2,2
CONTIG72465,2,2,0,0,1,1
CONTIG72466,2,2,14,14,4,4
CONTIG72467,2,2,0,0,2,2
CONTIG72468,0,0,2,2,0,0
CONTIG72469,0,0,0,0,1,1
CONTIG72470,4,4,2,2,0,0
CONTIG72471,0,0,0,0,0,0
CONTIG72472,0,0,0,0,0,0
CONTIG72473,0,0,0,0,0,0
CONTIG72474,0,0,0,0,1,1
CONTIG72475,2,2,1,1,0,0
CONTIG72476,0,0,0,0,0,0
CONTIG72477,1,1,0,0,0,0
CONTIG72478,0,0,0,0,0,0
CONTIG72479,0,0,0,0,0,0
CONTIG72480,0,0,0,0,0,0
CONTIG72481,0,0,0,0,0,0
CONTIG72482,0,0,0,0,0,0
CONTIG72483,0,0,0,0,0,0
CONTIG72484,0,0,0,0,0,0
CONTIG72485,0,0,1,1,0,0
CONTIG72486,0,0,0,0,0,0
CONTIG72487,0,0,1,1,0,0
CONTIG72488,0,0,0,0,0,0
CONTIG72489,0,0,0,0,3,3
CONTIG72490,6,6,0,0,0,0
CONTIG72491,0,0,0,0,0,0
CONTIG72492,0,0,0,0,1,1
CONTIG72493,0,0,0,0,0,0
CONTIG72494,0,0,0,0,0,0
CONTIG72495,0,0,0,0,0,0
CONTIG72496,0,0,0,0,0,0
CONTIG72497,0,0,0,0,0,0
CONTIG72498,1,1,0,0,0,0
CONTIG72499,0,0,1,1,0,0
CONTIG72500,0,0,1,1,0,0
CONTIG72501,26,26,30,32,24,24
CONTIG72502,1,1,1,1,0,0
CONTIG72503,0,0,0,0,0,0
CONTIG72504,0,0,1,1,0,0
CONTIG72505,2,2,0,0,0,0
CONTIG72506,0,0,1,1,1,1
CONTIG72507,2,2,5,5,2,2
CONTIG72508,0,0,0,0,0,0
CONTIG72509,8,8,7,7,8,8
CONTIG72510,1,1,1,1,8,8
CONTIG72511,0,0,2,2,7,7
CONTIG72512,0,0,0,0,0,0
CONTIG72513,5,5,8,8,5,5
CONTIG72514,2,2,6,6,0,0
CONTIG72515,0,0,1,1,0,0
CONTIG72516,0,0,0,0,0,0
CONTIG72517,0,0,0,0,1,1
CONTIG72518,0,0,0,0,1,1
CONTIG72519,3,3,7,7,4,4
CONTIG72520,0,0,0,0,0,0
CONTIG72521,0,0,0,0,0,0
CONTIG72522,0,0,0,0,0,0
CONTIG72523,0,0,0,0,0,0
CONTIG72524,0,0,0,0,0,0
CONTIG72525,0,0,0,0,0,0
CONTIG72526,0,0,0,0,0,0
CONTIG72527,1,1,0,0,0,0
CONTIG72528,0,0,0,0,0,0
CONTIG72529,0,0,1,1,0,0
CONTIG72530,0,0,0,0,0,0
CONTIG72531,0,0,1,1,0,0
CONTIG72532,1,1,0,0,0,0
CONTIG72533,4,4,4,4,17,17
CONTIG72534,0,0,8,8,0,0
CONTIG72535,2,2,6,6,4,4
CONTIG72536,0,0,2,2,2,2
CONTIG72537,0,0,0,0,0,0
CONTIG72538,1,1,0,0,0,0
CONTIG72539,0,0,0,0,0,0
CONTIG72540,0,0,0,0,0,0
CONTIG72541,0,0,0,0,0,0
CONTIG72542,4,4,0,0,0,0
CONTIG72543,6,6,16,18,4,4
CONTIG72544,0,0,0,0,0,0
CONTIG72545,0,0,0,0,0,0
CONTIG72546,0,0,0,0,0,0
CONTIG72547,3,3,6,6,0,0
CONTIG72548,5,5,15,15,3,3
CONTIG72549,22,22,1,1,3,3
CONTIG72550,0,0,0,0,0,0
CONTIG72551,0,0,0,0,0,0
CONTIG72552,0,0,0,0,0,0
CONTIG72553,0,0,1,1,0,0
CONTIG72554,21,21,25,25,19,19
CONTIG72555,73,75,147,147,111,113
CONTIG72556,2,2,10,10,5,5
CONTIG72557,0,0,0,0,0,0
CONTIG72558,0,0,18,18,4,4
CONTIG72559,2,2,3,3,0,0
CONTIG72560,0,0,0,0,0,0
CONTIG72561,0,0,0,0,0,0
CONTIG72562,1,1,0,0,0,0
CONTIG72563,0,0,0,0,0,0
CONTIG72564,1,1,9,9,0,0
CONTIG72565,1,1,4,4,0,0
CONTIG72566,0,0,0,0,0,0
CONTIG72567,2,2,3,3,1,1
CONTIG72568,0,0,0,0,0,0
CONTIG72569,0,0,2,2,1,1
CONTIG72570,3,3,5,5,0,0
CONTIG72571,1,1,1,1,1,1
CONTIG72572,1,1,0,0,0,0
CONTIG72573,0,0,0,0,0,0
CONTIG72574,0,0,0,0,0,0
CONTIG72575,0,0,0,0,0,0
CONTIG72576,1,1,3,3,2,2
CONTIG72577,0,0,0,0,0,0
CONTIG72578,6,6,1,1,4,4
CONTIG72579,0,0,0,0,0,0
CONTIG72580,0,0,1,1,0,0
CONTIG72581,0,0,0,0,0,0
CONTIG72582,0,0,0,0,1,1
CONTIG72583,0,0,0,0,2,2
CONTIG72584,0,0,0,0,0,0
CONTIG72585,0,0,0,0,0,0
CONTIG72586,0,0,0,0,0,0
CONTIG72587,0,0,0,0,0,0
CONTIG72588,0,0,0,0,1,1
CONTIG72589,0,0,1,1,0,0
CONTIG72590,0,0,1,1,0,0
CONTIG72591,0,0,0,0,0,0
CONTIG72592,0,0,0,0,0,0
CONTIG72593,0,0,1,1,0,0
CONTIG72594,3,3,0,0,0,0
CONTIG72595,1,1,0,0,0,0
CONTIG72596,0,0,1,1,0,0
CONTIG72597,2,2,0,0,0,0
CONTIG72598,0,0,1,1,0,0
CONTIG72599,0,0,0,0,1,1
CONTIG72600,0,0,0,0,0,0
CONTIG72601,0,0,3,3,1,1
CONTIG72602,1,1,1,1,0,0
CONTIG72603,0,0,1,1,0,0
CONTIG72604,0,0,0,0,0,0
CONTIG72605,0,0,3,5,0,0
CONTIG72606,0,0,0,0,0,0
CONTIG72607,0,0,0,0,0,0
CONTIG72608,0,0,0,0,0,0
CONTIG72609,0,0,0,0,0,0
CONTIG72610,1,1,1,1,7,7
CONTIG72611,7,7,6,6,4,4
CONTIG72612,0,0,0,0,1,1
CONTIG72613,0,0,0,0,0,0
CONTIG72614,0,0,0,0,0,0
CONTIG72615,0,0,0,0,0,0
CONTIG72616,0,0,0,0,0,0
CONTIG72617,2,2,4,4,8,8
CONTIG72618,3,3,6,6,1,1
CONTIG72619,0,0,0,0,0,0
CONTIG72620,0,0,0,0,0,0
CONTIG72621,0,0,0,0,3,3
CONTIG72622,0,0,1,1,8,8
CONTIG72623,1,1,3,3,6,6
CONTIG72624,0,0,1,1,0,0
CONTIG72625,0,0,2,2,0,0
CONTIG72626,6,6,4,4,0,0
CONTIG72627,0,0,0,0,0,0
CONTIG72628,0,0,0,0,0,0
CONTIG72629,0,0,2,2,0,0
CONTIG72630,0,0,1,1,1,1
CONTIG72631,4,4,4,4,7,7
CONTIG72632,6,6,0,0,1,1
CONTIG72633,11,13,13,17,4,4
CONTIG72634,0,0,0,0,0,0
CONTIG72635,0,0,0,0,1,1
CONTIG72636,6,6,5,5,5,5
CONTIG72637,0,0,1,1,0,0
CONTIG72638,0,0,1,1,0,0
CONTIG72639,0,0,1,1,0,0
CONTIG72640,0,0,1,1,0,0
CONTIG72641,0,0,3,3,1,1
CONTIG72642,0,0,0,0,0,0
CONTIG72643,0,0,0,0,0,0
CONTIG72644,0,0,1,1,0,0
CONTIG72645,0,0,0,0,0,0
CONTIG72646,0,0,0,0,0,0
CONTIG72647,0,0,0,0,0,0
CONTIG72648,0,0,0,0,1,1
CONTIG72649,0,0,0,0,0,0
CONTIG72650,2,2,0,0,0,0
CONTIG72651,0,0,1,1,0,0
CONTIG72652,1,1,1,1,0,0
CONTIG72653,2,2,1,1,0,0
CONTIG72654,1,1,1,1,0,0
CONTIG72655,2,2,0,0,0,0
CONTIG72656,1,1,2,2,0,0
CONTIG72657,0,0,0,0,2,2
CONTIG72658,0,0,0,0,0,0
CONTIG72659,1,1,1,1,2,2
CONTIG72660,0,0,0,0,0,0
CONTIG72661,0,0,0,0,0,0
CONTIG72662,0,0,0,0,0,0
CONTIG72663,0,0,0,0,0,0
CONTIG72664,0,0,0,0,0,0
CONTIG72665,0,0,0,0,0,0
CONTIG72666,1,1,0,0,0,0
CONTIG72667,1,1,0,0,0,0
CONTIG72668,0,0,0,0,0,0
CONTIG72669,0,0,1,1,0,0
CONTIG72670,0,0,0,0,0,0
CONTIG72671,0,0,1,1,4,4
CONTIG72672,0,0,0,0,0,0
CONTIG72673,0,0,1,1,0,0
CONTIG72674,0,0,3,3,0,0
CONTIG72675,1,1,0,0,0,0
CONTIG72676,0,0,1,1,0,0
CONTIG72677,0,0,0,0,0,0
CONTIG72678,0,0,6,6,1,1
CONTIG72679,0,0,0,0,1,1
CONTIG72680,3,3,0,0,0,0
CONTIG72681,5,5,8,8,3,3
CONTIG72682,2,2,3,3,0,0
CONTIG72683,0,0,0,0,0,0
CONTIG72684,4,4,5,5,13,13
CONTIG72685,0,0,0,0,1,1
CONTIG72686,3,3,1,1,0,0
CONTIG72687,0,0,0,0,0,0
CONTIG72688,0,0,4,4,0,0
CONTIG72689,0,0,9,11,0,0
CONTIG72690,0,0,0,0,0,0
CONTIG72691,13,13,13,13,17,17
CONTIG72692,0,0,0,0,0,0
CONTIG72693,10,10,1,1,1,1
CONTIG72694,0,0,0,0,0,0
CONTIG72695,1,1,1,1,7,7
CONTIG72696,0,0,1,1,0,0
CONTIG72697,0,0,1,1,0,0
CONTIG72698,11,11,51,59,13,17
CONTIG72699,0,0,0,0,1,1
CONTIG72700,1,1,0,0,0,0
CONTIG72701,0,0,0,0,0,0
CONTIG72702,0,0,0,0,0,0
CONTIG72703,0,0,0,0,0,0
CONTIG72704,1,1,0,0,0,0
CONTIG72705,0,0,0,0,0,0
CONTIG72706,0,0,1,1,2,2
CONTIG72707,5,5,1,1,2,2
CONTIG72708,0,0,0,0,0,0
CONTIG72709,0,0,0,0,0,0
CONTIG72710,0,0,1,1,0,0
CONTIG72711,0,0,0,0,1,1
CONTIG72712,3,3,1,1,1,1
CONTIG72713,0,0,0,0,0,0
CONTIG72714,0,0,0,0,0,0
CONTIG72715,0,0,0,0,0,0
CONTIG72716,0,0,0,0,0,0
CONTIG72717,0,0,1,1,1,1
CONTIG72718,1,1,1,1,0,0
CONTIG72719,0,0,0,0,0,0
CONTIG72720,0,0,0,0,0,0
CONTIG72721,0,0,0,0,0,0
CONTIG72722,0,0,0,0,0,0
CONTIG72723,0,0,4,4,0,0
CONTIG72724,0,0,1,1,2,2
CONTIG72725,0,0,3,3,0,0
CONTIG72726,0,0,1,1,0,0
CONTIG72727,0,0,1,1,0,0
CONTIG72728,0,0,1,1,0,0
CONTIG72729,2,2,2,2,0,0
CONTIG72730,2,2,6,6,3,3
CONTIG72731,0,0,1,1,0,0
CONTIG72732,0,0,0,0,0,0
CONTIG72733,0,0,2,2,1,1
CONTIG72734,0,0,0,0,1,1
CONTIG72735,0,0,0,0,1,1
CONTIG72736,0,0,0,0,0,0
CONTIG72737,0,0,0,0,0,0
CONTIG72738,8,8,11,11,5,5
CONTIG72739,0,0,0,0,0,0
CONTIG72740,0,0,1,1,0,0
CONTIG72741,2,2,0,0,1,1
CONTIG72742,1,1,5,5,0,0
CONTIG72743,0,0,10,10,0,0
CONTIG72744,0,0,0,0,2,2
CONTIG72745,0,0,0,0,3,3
CONTIG72746,0,0,0,0,0,0
CONTIG72747,0,0,3,3,3,3
CONTIG72748,3,3,1,1,0,0
CONTIG72749,0,0,5,5,0,0
CONTIG72750,0,0,6,6,0,0
CONTIG72751,0,0,2,2,0,0
CONTIG72752,0,0,0,0,0,0
CONTIG72753,0,0,0,0,1,1
CONTIG72754,0,0,0,0,0,0
CONTIG72755,0,0,1,1,0,0
CONTIG72756,0,0,1,1,0,0
CONTIG72757,0,0,0,0,0,0
CONTIG72758,0,0,0,0,0,0
CONTIG72759,0,0,0,0,0,0
CONTIG72760,0,0,0,0,0,0
CONTIG72761,1,1,0,0,0,0
CONTIG72762,0,0,0,0,1,1
CONTIG72763,0,0,0,0,0,0
CONTIG72764,0,0,0,0,0,0
CONTIG72765,2,2,6,6,7,7
CONTIG72766,0,0,2,2,0,0
CONTIG72767,0,0,0,0,0,0
CONTIG72768,0,0,1,1,0,0
CONTIG72769,0,0,4,4,0,0
CONTIG72770,0,0,0,0,0,0
CONTIG72771,0,0,1,1,1,1
CONTIG72772,0,0,0,0,0,0
CONTIG72773,0,0,1,1,0,0
CONTIG72774,22,22,21,21,16,18
CONTIG72775,1,1,2,2,0,0
CONTIG72776,1,1,0,0,0,0
CONTIG72777,0,0,9,9,0,0
CONTIG72778,1,1,2,2,1,1
CONTIG72779,0,0,2,2,0,0
CONTIG72780,0,0,2,2,1,1
CONTIG72781,0,0,0,0,0,0
CONTIG72782,0,0,46,46,1,1
CONTIG72783,0,0,0,0,1,1
CONTIG72784,0,0,0,0,1,1
CONTIG72785,0,0,0,0,1,1
CONTIG72786,1,1,0,0,1,1
CONTIG72787,0,0,0,0,1,1
CONTIG72788,1,1,9,9,3,3
CONTIG72789,1,1,0,0,0,0
CONTIG72790,0,0,1,1,1,1
CONTIG72791,2,2,0,0,1,1
CONTIG72792,3,3,1,1,1,1
CONTIG72793,0,0,0,0,1,1
CONTIG72794,1,1,0,0,0,0
CONTIG72795,0,0,0,0,1,1
CONTIG72796,2,2,9,9,8,8
CONTIG72797,0,0,0,0,0,0
CONTIG72798,0,0,0,0,0,0
CONTIG72799,0,0,1,1,0,0
CONTIG72800,1,1,0,0,0,0
CONTIG72801,5,5,11,11,6,6
CONTIG72802,16,16,17,17,6,6
CONTIG72803,0,0,0,0,0,0
CONTIG72804,0,0,0,0,0,0
CONTIG72805,1,1,2,2,1,1
CONTIG72806,0,0,2,2,0,0
CONTIG72807,0,0,0,0,0,0
CONTIG72808,0,0,0,0,0,0
CONTIG72809,2,2,2,2,0,0
CONTIG72810,0,0,0,0,0,0
CONTIG72811,0,0,0,0,0,0
CONTIG72812,0,0,4,4,0,0
CONTIG72813,0,0,0,0,0,0
CONTIG72814,0,0,0,0,0,0
CONTIG72815,0,0,0,0,0,0
CONTIG72816,2,2,1,1,1,1
CONTIG72817,0,0,0,0,1,1
CONTIG72818,11,11,17,17,18,18
CONTIG72819,0,0,0,0,1,1
CONTIG72820,0,0,0,0,3,3
CONTIG72821,1,1,1,1,0,0
CONTIG72822,0,0,1,1,0,0
CONTIG72823,2,2,3,3,2,2
CONTIG72824,6,6,2,2,3,3
CONTIG72825,0,0,7,7,1,1
CONTIG72826,0,0,2,2,1,1
CONTIG72827,0,0,0,0,0,0
CONTIG72828,8,10,29,29,3,3
CONTIG72829,0,0,0,0,0,0
CONTIG72830,0,0,0,0,0,0
CONTIG72831,4,4,0,0,1,1
CONTIG72832,1,1,0,0,0,0
CONTIG72833,0,0,0,0,0,0
CONTIG72834,4,4,0,0,3,3
CONTIG72835,5,5,2,2,1,1
CONTIG72836,1,1,1,1,0,0
CONTIG72837,0,0,0,0,0,0
CONTIG72838,3,3,0,0,4,4
CONTIG72839,0,0,0,0,0,0
CONTIG72840,2,2,1,1,1,1
CONTIG72841,0,0,0,0,0,0
CONTIG72842,1,1,0,0,2,2
CONTIG72843,2,2,0,0,3,3
CONTIG72844,1,1,0,0,0,0
CONTIG72845,0,0,0,0,0,0
CONTIG72846,2,2,12,12,3,3
CONTIG72847,0,0,0,0,0,0
CONTIG72848,0,0,1,1,0,0
CONTIG72849,0,0,0,0,0,0
CONTIG72850,0,0,0,0,0,0
CONTIG72851,0,0,1,1,1,1
CONTIG72852,0,0,3,3,2,2
CONTIG72853,0,0,4,4,4,4
CONTIG72854,1,1,0,0,0,0
CONTIG72855,1,1,1,1,1,1
CONTIG72856,0,0,0,0,2,2
CONTIG72857,0,0,2,2,0,0
CONTIG72858,0,0,0,0,0,0
CONTIG72859,1,1,4,4,3,3
CONTIG72860,1,1,1,1,1,1
CONTIG72861,0,0,0,0,0,0
CONTIG72862,1,1,1,1,1,1
CONTIG72863,0,0,0,0,0,0
CONTIG72864,3,3,3,3,3,3
CONTIG72865,1,1,2,2,0,0
CONTIG72866,6,6,5,5,10,10
CONTIG72867,0,0,0,0,1,1
CONTIG72868,0,0,0,0,0,0
CONTIG72869,0,0,0,0,0,0
CONTIG72870,0,0,0,0,0,0
CONTIG72871,3,3,2,2,0,0
CONTIG72872,0,0,0,0,0,0
CONTIG72873,11,11,17,17,7,7
CONTIG72874,0,0,0,0,0,0
CONTIG72875,0,0,1,1,1,1
CONTIG72876,0,0,1,1,0,0
CONTIG72877,0,0,0,0,0,0
CONTIG72878,0,0,2,2,0,0
CONTIG72879,1,1,0,0,0,0
CONTIG72880,0,0,3,3,0,0
CONTIG72881,7,7,8,8,17,17
CONTIG72882,0,0,5,5,0,0
CONTIG72883,0,0,0,0,0,0
CONTIG72884,0,0,0,0,0,0
CONTIG72885,0,0,0,0,0,0
CONTIG72886,1,1,0,0,0,0
CONTIG72887,0,0,0,0,1,1
CONTIG72888,3,3,1,1,2,2
CONTIG72889,0,0,0,0,0,0
CONTIG72890,0,0,0,0,0,0
CONTIG72891,0,0,0,0,0,0
CONTIG72892,0,0,8,8,0,0
CONTIG72893,0,0,1,1,0,0
CONTIG72894,0,0,0,0,1,1
CONTIG72895,0,0,1,1,4,4
CONTIG72896,3,3,4,4,2,2
CONTIG72897,0,0,2,2,0,0
CONTIG72898,0,0,0,0,0,0
CONTIG72899,0,0,0,0,0,0
CONTIG72900,2,2,0,0,1,1
CONTIG72901,0,0,0,0,1,1
CONTIG72902,0,0,0,0,0,0
CONTIG72903,1,1,1,1,0,0
CONTIG72904,0,0,0,0,0,0
CONTIG72905,3,3,7,7,0,0
CONTIG72906,30,30,30,30,25,29
CONTIG72907,26,26,45,45,3,3
CONTIG72908,0,0,0,0,2,2
CONTIG72909,3,3,4,4,3,3
CONTIG72910,0,0,0,0,0,0
CONTIG72911,0,0,0,0,1,1
CONTIG72912,0,0,0,0,0,0
CONTIG72913,0,0,0,0,0,0
CONTIG72914,0,0,3,3,2,2
CONTIG72915,0,0,0,0,0,0
CONTIG72916,1,1,0,0,2,2
CONTIG72917,5,5,2,2,8,8
CONTIG72918,4,6,1,1,1,1
CONTIG72919,1,1,5,5,0,0
CONTIG72920,0,0,0,0,0,0
CONTIG72921,3,3,2,2,0,0
CONTIG72922,0,0,0,0,0,0
CONTIG72923,0,0,0,0,0,0
CONTIG72924,0,0,0,0,2,2
CONTIG72925,0,0,0,0,0,0
CONTIG72926,2,2,7,7,1,1
CONTIG72927,0,0,0,0,0,0
CONTIG72928,2,2,0,0,0,0
CONTIG72929,1,1,14,14,9,9
CONTIG72930,0,0,1,1,0,0
CONTIG72931,0,0,1,1,0,0
CONTIG72932,0,0,1,1,0,0
CONTIG72933,0,0,0,0,0,0
CONTIG72934,0,0,0,0,0,0
CONTIG72935,0,0,3,3,0,0
CONTIG72936,1,1,0,0,0,0
CONTIG72937,0,0,2,2,0,0
CONTIG72938,1,1,0,0,0,0
CONTIG72939,1,1,1,1,0,0
CONTIG72940,0,0,0,0,0,0
CONTIG72941,0,0,0,0,0,0
CONTIG72942,0,0,0,0,0,0
CONTIG72943,8,8,0,0,5,5
CONTIG72944,0,0,1,1,0,0
CONTIG72945,0,0,0,0,0,0
CONTIG72946,0,0,2,2,0,0
CONTIG72947,0,0,1,1,0,0
CONTIG72948,0,0,0,0,0,0
CONTIG72949,0,0,0,0,0,0
CONTIG72950,0,0,0,0,0,0
CONTIG72951,0,0,2,2,0,0
CONTIG72952,0,0,0,0,0,0
CONTIG72953,0,0,1,1,0,0
CONTIG72954,0,0,0,0,0,0
CONTIG72955,0,0,1,1,0,0
CONTIG72956,3,3,0,0,4,4
CONTIG72957,39,41,79,81,41,41
CONTIG72958,1,1,0,0,1,1
CONTIG72959,3,3,0,0,0,0
CONTIG72960,0,0,0,0,1,1
CONTIG72961,0,0,1,1,0,0
CONTIG72962,15,15,6,6,15,15
CONTIG72963,0,0,1,1,0,0
CONTIG72964,5,5,1,1,4,4
CONTIG72965,1,1,4,4,5,5
CONTIG72966,7,9,1,1,3,3
CONTIG72967,0,0,0,0,0,0
CONTIG72968,5,5,1,1,2,2
CONTIG72969,0,0,0,0,0,0
CONTIG72970,2,2,5,7,1,1
CONTIG72971,0,0,1,1,0,0
CONTIG72972,0,0,5,5,0,0
CONTIG72973,0,0,1,1,0,0
CONTIG72974,0,0,0,0,1,1
CONTIG72975,35,35,32,32,43,43
CONTIG72976,2,2,0,0,0,0
CONTIG72977,0,0,0,0,1,1
CONTIG72978,24,24,7,7,19,19
CONTIG72979,0,0,0,0,0,0
CONTIG72980,0,0,0,0,1,1
CONTIG72981,3,3,0,0,8,8
CONTIG72982,0,0,0,0,0,0
CONTIG72983,0,0,0,0,0,0
CONTIG72984,0,0,0,0,0,0
CONTIG72985,8,8,0,0,5,5
CONTIG72986,0,0,0,0,0,0
CONTIG72987,1,1,38,38,0,0
CONTIG72988,0,0,0,0,0,0
CONTIG72989,0,0,10,10,0,0
CONTIG72990,0,0,2,2,0,0
CONTIG72991,0,0,20,20,0,0
CONTIG72992,0,0,0,0,0,0
CONTIG72993,4,4,0,0,1,1
CONTIG72994,0,0,1,1,0,0
CONTIG72995,0,0,3,3,0,0
CONTIG72996,0,0,1,1,0,0
CONTIG72997,21,23,26,30,11,11
CONTIG72998,1,1,0,0,0,0
CONTIG72999,0,0,0,0,0,0
CONTIG73000,4,4,0,0,1,1
CONTIG73001,0,0,0,0,0,0
CONTIG73002,9,9,0,0,5,5
CONTIG73003,5,5,2,2,0,0
CONTIG73004,0,0,0,0,0,0
CONTIG73005,9,9,7,7,2,2
CONTIG73006,0,0,3,3,5,5
CONTIG73007,0,0,0,0,0,0
CONTIG73008,4,4,3,3,0,0
CONTIG73009,1,1,3,3,1,1
CONTIG73010,0,0,5,5,1,1
CONTIG73011,0,0,0,0,0,0
CONTIG73012,0,0,0,0,0,0
CONTIG73013,0,0,0,0,0,0
CONTIG73014,0,0,3,3,0,0
CONTIG73015,0,0,0,0,0,0
CONTIG73016,0,0,0,0,0,0
CONTIG73017,0,0,0,0,0,0
CONTIG73018,0,0,0,0,0,0
CONTIG73019,0,0,0,0,0,0
CONTIG73020,0,0,0,0,0,0
CONTIG73021,0,0,0,0,0,0
CONTIG73022,1,1,0,0,0,0
CONTIG73023,0,0,0,0,0,0
CONTIG73024,1,1,0,0,0,0
CONTIG73025,0,0,1,1,1,1
CONTIG73026,0,0,0,0,2,2
CONTIG73027,1,1,2,2,1,1
CONTIG73028,0,0,2,2,0,0
CONTIG73029,0,0,0,0,0,0
CONTIG73030,1,1,2,2,0,0
CONTIG73031,0,0,0,0,0,0
CONTIG73032,1,1,0,0,0,0
CONTIG73033,0,0,0,0,0,0
CONTIG73034,0,0,1,1,0,0
CONTIG73035,0,0,2,2,0,0
CONTIG73036,1,1,0,0,0,0
CONTIG73037,0,0,0,0,1,1
CONTIG73038,2,2,1,1,1,1
CONTIG73039,0,0,0,0,2,2
CONTIG73040,0,0,0,0,0,0
CONTIG73041,0,0,0,0,3,3
CONTIG73042,3,3,0,0,0,0
CONTIG73043,0,0,0,0,5,5
CONTIG73044,0,0,2,2,1,1
CONTIG73045,1,1,0,0,1,1
CONTIG73046,1,1,1,1,3,3
CONTIG73047,1,1,1,1,7,7
CONTIG73048,0,0,0,0,0,0
CONTIG73049,6,6,0,0,4,4
CONTIG73050,0,0,0,0,0,0
CONTIG73051,0,0,0,0,1,1
CONTIG73052,1,1,1,1,1,1
CONTIG73053,1,1,7,7,2,2
CONTIG73054,0,0,0,0,0,0
CONTIG73055,0,0,9,9,2,2
CONTIG73056,0,0,1,1,0,0
CONTIG73057,1,1,0,0,0,0
