,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene:MTR_1g011720,"364,5641848727","1,2572952335","0,1863906058","6,7454860611","1,53E-11","8,28E-11"
gene:MTR_1g011755,"8,4306455739","4,7345161895","1,1466345682","4,1290541215","3,64E-05","0,0001048685"
gene:MTR_1g011880,"7229,3666026958","-1,0620171696","0,1620321135","-6,5543622585","5,59E-11","2,89E-10"
gene:MTR_1g011800,"595,294382852","-4,1234642467","0,4751408114","-8,6784046914","4,01E-18","3,46E-17"
gene:MTR_1g012020,"112,9905435473","-2,1668021813","0,3785924265","-5,7233109533","1,04E-08","4,43E-08"
gene:MTR_1g012360,"1488,9199812434","-0,4862782313","0,1432692197","-3,3941570449","0,000688402","0,0016619954"
gene:MTR_1g012420,"2288,9380351678","0,5484182046","0,1306453111","4,1977641613","2,70E-05","7,89E-05"
gene:MTR_1g012480,"625,7496980546","-1,5426837171","0,2019143554","-7,6402874565","2,17E-14","1,46E-13"
gene:MTR_1g012520,"4651,9762652751","0,7161901974","0,242565146","2,9525684506","0,0031514219","0,0068184161"
gene:MTR_1g012530,"2034,7262098487","-0,4517580823","0,1466134367","-3,0812870401","0,0020610785","0,0046055836"
gene:MTR_1g012550,"85,1269596214","-1,139736035","0,3533761514","-3,2252771743","0,0012585076","0,0029187559"
gene:MTR_1g012590,"1774,5423990815","0,6749115507","0,2138090346","3,1566091302","0,0015961515","0,0036323363"
gene:MTR_1g012600,"100,0117742242","-0,8019842725","0,2672649953","-3,000708236","0,0026935251","0,0058916977"
gene:MTR_1g012620,"4407,4883410531","4,6828733307","0,2281939162","20,5214644157","1,38E-93","1,21E-91"
gene:MTR_1g012710,"541,2532159101","-8,999428468","1,5842735652","-5,6804763176","1,34E-08","5,64E-08"
gene:MTR_1g012790,"914,483266539","-0,8887225973","0,1331822945","-6,672978571","2,51E-11","1,34E-10"
gene:MTR_1g012850,"328,9998328722","0,7306997502","0,1903478918","3,8387593538","0,0001236576","0,0003320539"
gene:MTR_1g012870,"658,1108401811","0,9438068022","0,1304548876","7,234736999","4,66E-13","2,87E-12"
gene:MTR_1g012920,"5500,9401184147","-0,7940114795","0,1826817738","-4,3464187082","1,38E-05","4,21E-05"
gene:MTR_1g012950,"40,9475666445","3,6179227788","0,5087908088","7,1108257385","1,15E-12","6,87E-12"
gene:MTR_1g012960,"1521,0262928138","3,2255319265","0,2980447805","10,8223063712","2,70E-27","4,02E-26"
gene:MTR_1g012990,"1134,0895933935","0,7903715506","0,2288887018","3,4530824123","0,0005542197","0,0013567884"
gene:MTR_1g013040,"630,115699958","-1,2766361558","0,2352479399","-5,4267686955","5,74E-08","2,27E-07"
gene:MTR_1g013050,"40888,6285872815","4,7023780049","0,1757589748","26,7546963703","1,09E-157","2,29E-155"
