Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:PHAVU_007G217400g,61,612,62,628
gene:PHAVU_007G217500g,537,1040,564,1068
gene:PHAVU_007G217600g,822,1242,840,1281
gene:PHAVU_007G217700g,26,61,44,89
gene:PHAVU_007G217800g,8554,16771,8555,16812
gene:PHAVU_007G217900g,11,9,22,20
gene:PHAVU_007G218000g,1,3,39,38
gene:PHAVU_007G218100g,314,3909,437,5394
gene:PHAVU_007G218200g,9,68,9,68
gene:PHAVU_007G218300g,0,1,0,1
gene:PHAVU_007G218400g,31,324,31,328
gene:PHAVU_007G218500g,78,141,78,143
gene:PHAVU_007G218600g,736,386,740,387
gene:PHAVU_007G218700g,11828,15644,11872,15673
gene:PHAVU_007G218800g,43,123,43,123
gene:PHAVU_007G218900g,247,226,247,228
gene:PHAVU_007G219000g,1293,1582,1295,1582
gene:PHAVU_007G219100g,23807,18964,24299,19474
gene:PHAVU_007G219200g,399,236,399,238
gene:PHAVU_007G219300g,22,7,22,7
gene:PHAVU_007G219400g,0,0,0,0
gene:PHAVU_007G219500g,39,140,39,140
gene:PHAVU_007G219600g,809,1,821,1
gene:PHAVU_007G219700g,1,0,13,0
gene:PHAVU_007G219800g,254,124,258,128
gene:PHAVU_007G219900g,803,958,805,957
gene:PHAVU_007G220000g,0,4,0,4
gene:PHAVU_007G220100g,334,136,336,136
gene:PHAVU_007G220200g,83,668,83,671
gene:PHAVU_007G220300g,879,1018,942,1118
gene:PHAVU_007G220400g,126,153,126,153
gene:PHAVU_007G220500g,15,16,15,16
gene:PHAVU_007G220600g,1971,2462,1985,2469
gene:PHAVU_007G220700g,169,563,168,566
gene:PHAVU_007G220800g,175,649,175,650
gene:PHAVU_007G220900g,1731,934,1749,936
gene:PHAVU_007G221000g,271,167,272,167
gene:PHAVU_007G221100g,8,6,8,6
gene:PHAVU_007G221200g,73,333,74,345
gene:PHAVU_007G221300g,1842,439,1881,439
gene:PHAVU_007G221400g,195,443,204,452
gene:PHAVU_007G221500g,1099,1114,1110,1130
gene:PHAVU_007G221600g,3,2,3,2
gene:PHAVU_007G221700g,2218,3122,2250,3165
gene:PHAVU_007G221800g,625,438,624,438
gene:PHAVU_007G221900g,0,0,0,0
gene:PHAVU_007G222000g,16,31,78,49
gene:PHAVU_007G222100g,130,197,132,198
gene:PHAVU_007G222200g,530,240,532,241
gene:PHAVU_007G222300g,16,118,21,129
gene:PHAVU_007G222400g,810,357,813,358
gene:PHAVU_007G222500g,104,39,104,39
gene:PHAVU_007G222600g,2,0,2,0
gene:PHAVU_007G222700g,0,0,0,0
gene:PHAVU_007G222800g,909,26,925,54
gene:PHAVU_007G222900g,2856,592,2865,593
gene:PHAVU_007G223000g,34,3,36,3
gene:PHAVU_007G223100g,1257,33,1258,33
gene:PHAVU_007G223200g,522,530,522,531
gene:PHAVU_007G223300g,551,575,555,582
gene:PHAVU_007G223400g,348,194,349,194
gene:PHAVU_007G223500g,456,938,473,955
gene:PHAVU_007G223600g,1780,1266,1793,1278
gene:PHAVU_007G223700g,231,339,237,342
gene:ENSRNA049761289,0,0,5,3
gene:PHAVU_007G223800g,11,64,12,135
gene:PHAVU_007G223900g,452,974,470,995
gene:PHAVU_007G224000g,148,67,148,67
gene:PHAVU_007G224100g,61,39,61,40
gene:PHAVU_007G224200g,0,0,0,0
gene:PHAVU_007G224300g,3404,388,3406,388
gene:PHAVU_007G224400g,708,662,709,663
gene:PHAVU_007G224500g,2211,3342,2241,3409
gene:PHAVU_007G224600g,11055,23558,11241,23886
gene:PHAVU_007G224700g,1191,1000,1203,1012
gene:PHAVU_007G224800g,0,0,0,0
gene:PHAVU_007G224900g,3316,5575,3322,5590
gene:PHAVU_007G225000g,2249,672,2252,675
gene:PHAVU_007G225100g,530,1951,534,1962
gene:PHAVU_007G225200g,13,139,13,148
gene:PHAVU_007G225300g,1,11,1,11
gene:PHAVU_007G225400g,1580,3740,1582,3746
gene:PHAVU_007G225500g,6583,562,6690,570
gene:PHAVU_007G225600g,25,99,27,98
gene:PHAVU_007G225700g,1,3,2,5
gene:PHAVU_007G225800g,54,32,54,33
gene:PHAVU_007G225900g,270,154,270,154
gene:PHAVU_007G226000g,578,257,581,258
gene:PHAVU_007G226100g,148,409,148,410
gene:PHAVU_007G226200g,908,749,913,750
gene:PHAVU_007G226300g,932,297,935,297
gene:PHAVU_007G226400g,264,3290,266,3306
gene:PHAVU_007G2265001g,72,184,72,184
gene:PHAVU_007G2265000g,24,85,24,85
gene:PHAVU_007G226600g,620,271,622,271
gene:PHAVU_007G226700g,327,427,331,432
gene:PHAVU_007G226800g,3,0,3,0
gene:PHAVU_007G226900g,609,350,609,350
gene:PHAVU_007G227000g,114,96,114,96
gene:PHAVU_007G227100g,53,83,53,85
gene:PHAVU_007G227200g,5,1,6,4
gene:PHAVU_007G227300g,164,98,164,98
gene:PHAVU_007G227400g,102,192,103,198
gene:PHAVU_007G227500g,8,51,8,51
gene:PHAVU_007G227600g,411,441,416,443
gene:PHAVU_007G227700g,1,3,1,3
gene:PHAVU_007G227800g,0,6,0,6
gene:PHAVU_007G227900g,7,16,15,40
gene:PHAVU_007G228000g,1,1,12,15
gene:PHAVU_007G2281001g,2,1,15,13
gene:PHAVU_007G2281000g,0,0,2,4
gene:PHAVU_007G228200g,0,8,14,25
gene:PHAVU_007G228300g,2,1,12,11
gene:PHAVU_007G228400g,76,2,101,14
gene:PHAVU_007G228500g,21,84,36,133
gene:PHAVU_007G2286001g,520,5451,521,5479
gene:PHAVU_007G2286000g,278,2669,279,2653
gene:PHAVU_007G228700g,12,70,15,75
gene:PHAVU_007G228800g,718,935,726,937
gene:PHAVU_007G228900g,4150,6170,4220,6318
gene:PHAVU_007G229000g,103,21,103,26
gene:PHAVU_007G229100g,83,79,83,79
gene:PHAVU_007G229200g,2,4,2,4
gene:PHAVU_007G229300g,0,0,0,0
gene:PHAVU_007G229400g,422,597,431,599
gene:PHAVU_007G229500g,5,71,5,72
gene:PHAVU_007G229600g,0,4,0,4
gene:PHAVU_007G229700g,5,46,5,47
gene:PHAVU_007G229800g,45,48,65,68
gene:PHAVU_007G229900g,0,0,0,0
gene:PHAVU_007G230000g,0,1,0,1
gene:PHAVU_007G230100g,618,275,618,275
gene:PHAVU_007G230200g,1887,2875,1895,2888
gene:PHAVU_007G230300g,4994,9341,4997,9362
gene:PHAVU_007G230400g,231,491,234,506
gene:PHAVU_007G230500g,249,547,251,549
gene:PHAVU_007G230600g,57,130,59,132
gene:PHAVU_007G230700g,6105,287,6183,292
gene:PHAVU_007G230800g,321,0,326,0
gene:PHAVU_007G230900g,324,537,455,771
gene:PHAVU_007G231000g,12,20,12,20
gene:PHAVU_007G231100g,1507,2623,1640,2864
gene:PHAVU_007G231200g,1875,3179,1927,3273
gene:PHAVU_007G231300g,4,28,4,28
gene:PHAVU_007G231400g,1418,1624,1419,1629
gene:PHAVU_007G231500g,268,109,274,111
gene:PHAVU_007G231600g,7,8,7,8
gene:PHAVU_007G231700g,1084,2167,1087,2180
gene:PHAVU_007G231800g,25,151,25,160
gene:PHAVU_007G231900g,297,286,302,290
gene:PHAVU_007G232000g,833,1312,842,1320
gene:PHAVU_007G232100g,5,1,5,1
gene:PHAVU_007G232200g,565,478,569,493
gene:PHAVU_007G232300g,0,1,38,31
gene:PHAVU_007G232400g,23,32,62,65
gene:PHAVU_007G232500g,92,96,92,96
gene:PHAVU_007G232600g,2196,916,2220,937
gene:PHAVU_007G232700g,44,42,44,42
gene:PHAVU_007G2328001g,42,48,45,48
gene:PHAVU_007G2328000g,24,22,24,22
gene:PHAVU_007G2329001g,14,15,14,15
gene:PHAVU_007G2329000g,70,58,70,58
gene:PHAVU_007G233000g,1,1,1,1
gene:PHAVU_007G233100g,755,51,756,51
gene:PHAVU_007G233200g,165,68,170,76
gene:PHAVU_007G233300g,4083,928,4192,952
gene:PHAVU_007G233400g,1541,1039,1553,1043
gene:PHAVU_007G233500g,0,3,0,3
gene:PHAVU_007G233600g,1,7,1,7
gene:PHAVU_007G233700g,209,148,209,148
gene:PHAVU_007G233800g,1203,1449,1210,1460
gene:PHAVU_007G233900g,1414,2607,1420,2613
gene:PHAVU_007G234000g,452,462,460,471
gene:PHAVU_007G234100g,1,1,1,1
gene:PHAVU_007G234200g,468,332,503,345
gene:PHAVU_007G234300g,102050,4022,103065,4076
gene:PHAVU_007G234400g,22,0,22,0
gene:PHAVU_007G234500g,888,889,919,931
gene:PHAVU_007G2346001g,236,224,308,257
gene:PHAVU_007G2346000g,152,126,257,170
gene:PHAVU_007G234700g,10,53,10,53
gene:PHAVU_007G234800g,0,7,0,7
gene:PHAVU_007G234900g,362,196,372,204
gene:PHAVU_007G235000g,1367,1551,1374,1556
gene:PHAVU_007G235100g,0,0,0,0
gene:PHAVU_007G235200g,0,0,0,0
gene:PHAVU_007G235300g,0,0,0,0
gene:PHAVU_007G235400g,0,0,0,0
gene:PHAVU_007G235500g,0,0,0,0
gene:PHAVU_007G235600g,1119,1177,1147,1191
gene:PHAVU_007G235700g,0,0,0,0
gene:PHAVU_007G2358001g,67,104,82,122
gene:PHAVU_007G2358000g,9,25,9,25
gene:PHAVU_007G235900g,1,0,1,1
gene:PHAVU_007G236000g,0,0,0,1
gene:PHAVU_007G236100g,0,0,0,0
gene:PHAVU_007G236200g,488,346,493,355
gene:PHAVU_007G236300g,1361,984,1365,993
gene:PHAVU_007G236400g,57,38,60,43
gene:PHAVU_007G236500g,615,420,624,421
gene:PHAVU_007G236600g,2699,2731,2750,2774
gene:PHAVU_007G236700g,502,2893,506,2917
gene:PHAVU_007G236800g,161,591,161,604
gene:PHAVU_007G236900g,73,99,74,100
gene:PHAVU_007G237000g,114,128,115,128
gene:PHAVU_007G237100g,0,0,0,0
gene:PHAVU_007G237200g,0,0,0,0
gene:PHAVU_007G237300g,0,0,0,0
gene:PHAVU_007G237400g,0,0,0,0
gene:PHAVU_007G237500g,0,0,0,0
gene:PHAVU_007G237600g,0,0,0,0
gene:PHAVU_007G237700g,389,217,391,220
gene:PHAVU_007G237800g,268,220,270,221
gene:PHAVU_007G237900g,341,322,341,322
gene:PHAVU_007G238000g,347,204,350,206
gene:PHAVU_007G238100g,193,661,197,667
gene:PHAVU_007G238200g,52,410,52,411
gene:PHAVU_007G238300g,4,17,4,17
gene:PHAVU_007G238400g,274,176,269,179
gene:PHAVU_007G238500g,899,1657,916,1718
gene:PHAVU_007G238600g,1806,2222,1814,2230
gene:PHAVU_007G238700g,397,552,399,555
gene:PHAVU_007G2388001g,12,1,12,1
gene:PHAVU_007G2388002g,44,16,48,16
gene:PHAVU_007G2388000g,8,1,8,1
gene:PHAVU_007G238900g,2,24,2,24
gene:PHAVU_007G239000g,383,462,384,462
gene:PHAVU_007G239100g,1014,862,1013,864
gene:PHAVU_007G239200g,50,56,50,57
gene:PHAVU_007G239300g,369,278,375,278
gene:PHAVU_007G239400g,3513,124,5189,187
gene:PHAVU_007G239500g,26,0,1617,56
gene:PHAVU_007G239600g,153,21,154,21
gene:PHAVU_007G239700g,0,0,0,0
gene:PHAVU_007G239800g,43,328,47,351
gene:PHAVU_007G239900g,0,0,5,2
gene:PHAVU_007G240000g,348,219,349,220
gene:PHAVU_007G240100g,2,35,30,38
gene:PHAVU_007G240200g,34,35,42,51
gene:PHAVU_007G240300g,2575,2935,2577,2939
gene:PHAVU_007G240400g,3943,3266,3954,3307
gene:PHAVU_007G240500g,88,24,88,24
gene:PHAVU_007G240600g,97,49,118,53
gene:PHAVU_007G240700g,0,1,0,1
gene:PHAVU_007G240800g,0,0,0,0
gene:PHAVU_007G240900g,0,0,0,0
gene:PHAVU_007G241000g,1,4,1,4
gene:PHAVU_007G241100g,0,0,0,0
gene:PHAVU_007G241200g,0,0,0,0
gene:PHAVU_007G241300g,50,291,53,292
gene:PHAVU_007G241400g,4,4,4,4
gene:PHAVU_007G241500g,263,219,267,219
gene:PHAVU_007G241600g,3180,2757,3195,2766
gene:PHAVU_007G241700g,0,0,1,1
gene:PHAVU_007G241800g,161,931,162,934
gene:PHAVU_007G241900g,987,805,993,808
gene:PHAVU_007G242000g,0,0,0,0
gene:PHAVU_007G242100g,5,48,5,48
gene:PHAVU_007G242200g,109,94,111,96
gene:PHAVU_007G242300g,3,3,3,3
gene:PHAVU_007G242400g,41,79,41,79
gene:PHAVU_007G242500g,109,86,110,86
gene:PHAVU_007G242600g,3,8,3,8
gene:PHAVU_007G242700g,130,99,130,99
gene:PHAVU_007G242800g,284,108,285,109
gene:PHAVU_007G242900g,21,36,21,36
gene:PHAVU_007G243000g,0,0,0,0
gene:PHAVU_007G243100g,426,353,433,358
gene:PHAVU_007G243200g,109,319,110,321
gene:PHAVU_007G243300g,45,87,45,91
gene:PHAVU_007G243400g,2,0,2,0
gene:PHAVU_007G243500g,459,594,466,599
gene:PHAVU_007G2436001g,273,81,273,82
gene:PHAVU_007G2436000g,133,50,136,53
gene:PHAVU_007G243700g,452,293,456,301
gene:PHAVU_007G243800g,191,151,194,157
gene:PHAVU_007G243900g,2680,583,2692,583
gene:PHAVU_007G244000g,296,54,297,54
gene:PHAVU_007G244100g,50,73,56,79
gene:PHAVU_007G244200g,2102,875,2316,975
gene:PHAVU_007G244300g,118,207,119,209
gene:PHAVU_007G244400g,0,0,0,0
gene:PHAVU_007G244500g,488,306,676,425
gene:PHAVU_007G244600g,27,0,27,0
gene:PHAVU_007G244700g,1225,854,1253,870
gene:PHAVU_007G244800g,15,0,16,0
gene:PHAVU_007G2449001g,26,90,30,103
gene:PHAVU_007G2449000g,160,393,161,403
gene:PHAVU_007G245000g,0,0,0,0
gene:PHAVU_007G245100g,363,304,363,305
gene:PHAVU_007G245200g,766,543,778,556
gene:PHAVU_007G245300g,87,62,88,63
gene:PHAVU_007G245400g,399,230,401,229
gene:PHAVU_007G245500g,520,315,523,313
gene:PHAVU_007G245600g,271,155,271,155
gene:PHAVU_007G245700g,1096,1127,1102,1176
gene:PHAVU_007G245800g,1199,1614,1224,1632
gene:PHAVU_007G245900g,21,0,22,0
gene:PHAVU_007G246000g,17,0,41,9
gene:PHAVU_007G246100g,19,0,25,0
gene:PHAVU_007G246200g,199,2015,199,2031
gene:PHAVU_007G246400g,0,0,0,0
gene:PHAVU_007G246300g,157,228,159,228
gene:PHAVU_007G246500g,835,624,837,627
gene:PHAVU_007G246600g,6,0,6,0
gene:PHAVU_007G246700g,83,264,83,267
gene:PHAVU_007G246800g,0,0,0,0
gene:PHAVU_007G246900g,725,515,728,515
gene:PHAVU_007G247000g,334,289,334,288
gene:PHAVU_007G247100g,35,125,35,125
gene:PHAVU_007G247200g,4,7,4,8
gene:PHAVU_007G247300g,1277,1060,1288,1078
gene:PHAVU_007G247400g,161,146,161,146
gene:PHAVU_007G247500g,905,1013,920,1021
gene:PHAVU_007G247600g,738,674,737,676
gene:PHAVU_007G247700g,48,34,48,34
gene:PHAVU_007G2478001g,47,20,65,22
gene:PHAVU_007G2478000g,40,115,40,115
gene:PHAVU_007G247900g,1224,667,1224,667
gene:PHAVU_007G248000g,2307,4,2314,4
gene:PHAVU_007G248100g,114,133,116,135
gene:PHAVU_007G248200g,17,178,17,185
gene:PHAVU_007G248300g,182,308,182,310
gene:PHAVU_007G248400g,1722,856,1726,856
gene:PHAVU_007G248500g,12,96,12,100
gene:PHAVU_007G248600g,0,0,0,0
gene:PHAVU_007G248700g,34,268,34,269
gene:PHAVU_007G248800g,0,0,0,0
gene:PHAVU_007G248900g,8,2,36,8
gene:PHAVU_007G249000g,0,0,0,0
gene:PHAVU_007G249100g,366,25,366,25
gene:PHAVU_007G249200g,112,91,114,95
gene:PHAVU_007G249300g,99,87,99,88
gene:PHAVU_007G249400g,76,59,79,59
gene:PHAVU_007G249500g,528,396,534,396
gene:PHAVU_007G249600g,723,401,736,401
gene:PHAVU_007G249700g,665,492,675,495
gene:PHAVU_007G249800g,12,23,12,23
gene:PHAVU_007G249900g,7,50,8,51
gene:PHAVU_007G250000g,207,1201,207,1207
gene:PHAVU_007G250100g,2178,2112,2183,2124
gene:PHAVU_007G250200g,8003,4916,8199,4981
gene:PHAVU_007G250300g,2654,25006,2724,25555
gene:PHAVU_007G250400g,9,106,9,106
gene:PHAVU_007G250500g,1408,1063,1422,1068
gene:PHAVU_007G250600g,30,63,30,66
gene:PHAVU_007G250700g,1115,209,1197,221
gene:PHAVU_007G250800g,120,73,123,73
gene:PHAVU_007G250900g,943,1944,971,2003
gene:PHAVU_007G251000g,1,8,22,60
gene:PHAVU_007G251100g,14,19,67,160
gene:PHAVU_007G251200g,179,799,253,1009
gene:PHAVU_007G251300g,1,4,57,150
gene:PHAVU_007G251400g,476,870,489,903
gene:PHAVU_007G251500g,603,266,605,266
gene:PHAVU_007G251600g,9,4,9,4
gene:PHAVU_007G251700g,640,295,651,300
gene:PHAVU_007G251800g,185,168,186,172
gene:PHAVU_007G251900g,2,7,3,7
gene:PHAVU_007G252000g,2,3,14,21
gene:PHAVU_007G252100g,2,30,2,30
gene:PHAVU_007G252200g,244,155,247,157
gene:PHAVU_007G252300g,131,219,135,220
gene:PHAVU_007G252400g,5958,3939,5999,3964
gene:PHAVU_007G252500g,58,3,58,3
gene:PHAVU_007G252600g,410,332,412,335
gene:PHAVU_007G252700g,9,2,10,2
gene:PHAVU_007G252800g,1072,930,1075,932
gene:PHAVU_007G252900g,0,0,0,0
gene:PHAVU_007G253000g,285,341,285,342
gene:PHAVU_007G2531001g,0,0,0,0
gene:PHAVU_007G2531000g,0,0,0,0
gene:PHAVU_007G253200g,0,1,9,49
gene:PHAVU_007G253300g,216,209,247,270
gene:PHAVU_007G253400g,895,162,904,170
gene:PHAVU_007G253500g,14,5,14,5
gene:PHAVU_007G253600g,166,110,169,116
gene:PHAVU_007G253700g,71,206,71,208
gene:PHAVU_007G253800g,65,628,74,665
gene:PHAVU_007G253900g,41,32,43,34
gene:PHAVU_007G254000g,884,118,886,118
gene:ENSRNA049761290,0,0,7,7
gene:PHAVU_007G254100g,671,454,725,476
gene:PHAVU_007G254200g,25,169,82,538
gene:PHAVU_007G254300g,32,218,84,510
gene:PHAVU_007G254400g,9,39,44,185
gene:PHAVU_007G254500g,31,174,67,397
gene:PHAVU_007G254600g,15,84,20,122
gene:PHAVU_007G254700g,129,458,129,460
gene:PHAVU_007G254800g,38,201,46,249
gene:PHAVU_007G254900g,6,38,24,164
gene:PHAVU_007G255000g,150,107,181,137
gene:PHAVU_007G255100g,0,1,0,1
gene:PHAVU_007G255200g,546,1191,547,1199
gene:PHAVU_007G255300g,762,573,779,586
gene:PHAVU_007G255400g,720,800,789,878
gene:PHAVU_007G255500g,0,4,0,5
gene:PHAVU_007G255600g,41,24,45,26
gene:PHAVU_007G255700g,3,51,3,51
gene:PHAVU_007G255800g,0,4,0,4
gene:PHAVU_007G255900g,695,582,705,589
gene:PHAVU_007G256000g,133,169,135,171
gene:PHAVU_007G256100g,26,22,26,22
gene:PHAVU_007G2562001g,0,0,0,0
gene:PHAVU_007G2562000g,0,0,0,0
gene:PHAVU_007G256300g,0,0,0,0
gene:PHAVU_007G256400g,1382,956,1389,961
gene:PHAVU_007G256500g,204,123,204,123
gene:PHAVU_007G256600g,3897,1456,3909,1466
gene:PHAVU_007G256700g,28,11,28,11
gene:PHAVU_007G256800g,529,433,537,436
gene:PHAVU_007G256900g,54,93,56,95
gene:PHAVU_007G257000g,226,147,229,147
gene:PHAVU_007G257100g,435,116,458,143
gene:PHAVU_007G257200g,1130,630,1140,640
gene:PHAVU_007G257300g,16,116,27,198
gene:PHAVU_007G257400g,13,60,23,122
gene:PHAVU_007G257500g,312,850,313,851
gene:PHAVU_007G257600g,21,53,22,53
gene:PHAVU_007G257700g,3542,238,3653,261
gene:PHAVU_007G257800g,1634,386,1689,408
gene:PHAVU_007G257900g,786,604,821,645
gene:PHAVU_007G258000g,15,4,15,4
gene:PHAVU_007G258100g,400,395,402,395
gene:PHAVU_007G258200g,5,4,5,4
gene:PHAVU_007G258300g,50,157,50,158
gene:PHAVU_007G258400g,10,8,10,8
gene:PHAVU_007G258500g,0,13,0,13
gene:PHAVU_007G258600g,1,12,1,12
gene:PHAVU_007G258700g,66,70,66,70
gene:PHAVU_007G2588001g,28,33,28,33
gene:PHAVU_007G2588000g,2,2,2,2
gene:PHAVU_007G258900g,21,140,21,141
gene:PHAVU_007G259000g,411,310,412,312
gene:PHAVU_007G259100g,407,144,407,144
gene:PHAVU_007G259200g,801,624,812,634
gene:PHAVU_007G259300g,826,569,832,571
gene:PHAVU_007G259400g,54,129,55,129
gene:PHAVU_007G259500g,26,329,27,332
gene:PHAVU_007G259600g,45,494,45,505
gene:PHAVU_007G259700g,153,160,153,162
gene:ENSRNA049761293,0,0,12,1
gene:PHAVU_007G259800g,1,13,1,13
gene:PHAVU_007G259900g,644,896,651,910
gene:PHAVU_007G260000g,118,298,139,326
gene:PHAVU_007G2601001g,16,14,16,14
gene:PHAVU_007G2601000g,17,11,17,11
gene:PHAVU_007G260200g,42,138,44,141
gene:PHAVU_007G260300g,659,1945,1016,3155
gene:PHAVU_007G260400g,15,82,366,1277
gene:PHAVU_007G260500g,64,84,64,84
gene:PHAVU_007G260600g,99,659,99,659
gene:PHAVU_007G260700g,51,173,148,608
gene:PHAVU_007G260800g,64,500,144,851
gene:PHAVU_007G260900g,83,288,94,306
gene:PHAVU_007G261000g,243,711,243,722
gene:PHAVU_007G261100g,984,2187,996,2213
gene:PHAVU_007G261200g,0,1,3,1
gene:PHAVU_007G261300g,989,1048,1009,1082
gene:PHAVU_007G261400g,647,592,655,607
gene:PHAVU_007G261500g,1,2,8,3
gene:PHAVU_007G261600g,567,354,572,356
gene:PHAVU_007G261700g,22,130,22,130
gene:PHAVU_007G261800g,1228,1090,1253,1111
gene:PHAVU_007G261900g,106,114,107,121
gene:PHAVU_007G262000g,1674,2365,1678,2373
gene:PHAVU_007G262100g,366,171,369,171
gene:PHAVU_007G262200g,1677,950,1737,976
gene:PHAVU_007G262300g,1,0,2,0
gene:PHAVU_007G262400g,44,31,44,31
gene:PHAVU_007G262500g,9,21,9,27
gene:PHAVU_007G262600g,139,73,541,229
gene:PHAVU_007G2627001g,214,207,557,651
gene:PHAVU_007G2627000g,103,112,1148,1139
gene:PHAVU_007G262800g,357,329,389,356
gene:PHAVU_007G262900g,1,0,3,1
gene:PHAVU_007G263000g,185,233,2152,2158
gene:PHAVU_007G263100g,0,1,1,1
gene:PHAVU_007G263200g,774,698,778,702
gene:PHAVU_007G2633001g,15,37,31,43
gene:PHAVU_007G263400g,78,29,144,56
gene:PHAVU_007G2633000g,0,0,0,0
gene:PHAVU_007G263500g,245,152,430,307
gene:PHAVU_007G263600g,8,3,42,14
gene:PHAVU_007G263700g,189,147,528,437
gene:PHAVU_007G263800g,0,0,5,3
gene:PHAVU_007G263900g,9,1,84,67
gene:PHAVU_007G264000g,65,64,526,458
gene:PHAVU_007G264100g,2089,3261,2115,3311
gene:PHAVU_007G264200g,1361,2581,1372,2601
gene:PHAVU_007G264300g,115,212,115,212
gene:PHAVU_007G264400g,9,8,10,8
gene:PHAVU_007G264500g,270,448,273,449
gene:PHAVU_007G264600g,4,57,4,58
gene:PHAVU_007G264700g,300,317,744,802
gene:PHAVU_007G264800g,10,25,10,26
gene:PHAVU_007G264900g,90,72,91,72
gene:PHAVU_007G265000g,832,985,836,988
gene:PHAVU_007G265100g,14,26,14,26
gene:PHAVU_007G265200g,194,106,194,106
gene:PHAVU_007G265300g,26,9,26,9
gene:PHAVU_007G265400g,245,223,246,224
gene:PHAVU_007G265500g,911,786,913,789
gene:ENSRNA049761292,0,0,1,1
gene:PHAVU_007G265600g,0,0,0,0
gene:PHAVU_007G265700g,105,51,109,51
gene:PHAVU_007G265800g,1324,780,1339,787
gene:PHAVU_007G265900g,540,367,547,369
gene:PHAVU_007G266000g,304,903,304,916
gene:PHAVU_007G266100g,26,49,27,49
gene:PHAVU_007G266200g,149,30,151,30
gene:PHAVU_007G266300g,61,63,61,63
gene:PHAVU_007G266400g,617,1714,618,1720
gene:PHAVU_007G266500g,78,80,78,80
gene:PHAVU_007G266600g,6691,5316,6695,5324
gene:PHAVU_007G266700g,508,401,509,401
gene:PHAVU_007G266800g,0,0,0,0
gene:PHAVU_007G266900g,26,342,26,343
gene:PHAVU_007G267000g,774,880,776,882
gene:PHAVU_007G267100g,669,2,707,4
gene:PHAVU_007G267200g,263,2052,264,2056
gene:PHAVU_007G267300g,2114,4091,2125,4106
gene:PHAVU_007G267400g,506,494,516,496
gene:PHAVU_007G267500g,1337,1265,1342,1271
gene:PHAVU_007G267600g,0,4,0,4
gene:PHAVU_007G267700g,635,6470,635,6479
gene:PHAVU_007G267800g,50,75,51,75
gene:PHAVU_007G267900g,1814,1367,1995,1429
gene:PHAVU_007G268000g,673,836,676,842
gene:PHAVU_007G268100g,553,605,652,696
gene:PHAVU_007G268200g,138,388,140,397
gene:PHAVU_007G268300g,102,378,103,378
gene:PHAVU_007G268400g,1,1,2,1
gene:PHAVU_007G268500g,1,0,1,0
gene:PHAVU_007G268600g,3763,3952,3812,3996
gene:PHAVU_007G268700g,532,662,535,664
gene:PHAVU_007G268800g,303,953,303,956
gene:PHAVU_007G268900g,2351,771,2353,773
gene:PHAVU_007G269000g,23,6,24,6
gene:PHAVU_007G269100g,199,260,201,263
gene:PHAVU_007G269200g,33,10,35,10
gene:PHAVU_007G269300g,111,103,111,103
gene:PHAVU_007G269400g,683,295,819,374
gene:PHAVU_007G269500g,77,243,79,244
gene:PHAVU_007G269600g,26,51,26,52
gene:PHAVU_007G2697001g,1,15,1,15
gene:PHAVU_007G2697000g,1,27,1,27
gene:PHAVU_007G269800g,3,12,3,12
gene:PHAVU_007G269900g,1,2,2,2
gene:PHAVU_007G270000g,654,813,657,815
gene:PHAVU_007G270100g,6127,6216,6447,6491
gene:PHAVU_007G270200g,182,160,183,161
gene:PHAVU_007G270300g,0,0,0,0
gene:PHAVU_007G270400g,0,0,0,0
gene:PHAVU_007G270500g,1629,1414,1654,1433
gene:PHAVU_007G270600g,0,6,0,6
gene:PHAVU_007G270700g,9,14,12,18
gene:PHAVU_007G270800g,32,478,33,484
gene:PHAVU_007G270900g,2728,2661,2737,2674
gene:PHAVU_007G271000g,9,4,9,4
gene:PHAVU_007G271100g,111,41,114,41
gene:PHAVU_007G271200g,12,37,12,37
gene:PHAVU_007G271300g,185,208,189,210
gene:PHAVU_007G271400g,5,25,5,25
gene:PHAVU_007G271500g,1520,1519,1562,1553
gene:PHAVU_007G271600g,0,0,1,0
gene:PHAVU_007G271700g,367,2201,369,2256
gene:PHAVU_007G271800g,2772,1056,2777,1056
gene:PHAVU_007G271900g,107,170,109,174
gene:PHAVU_007G272000g,150,206,150,207
gene:PHAVU_007G272100g,1009,215,1186,249
gene:PHAVU_007G272200g,22,85,26,86
gene:PHAVU_007G272300g,156,143,158,146
gene:PHAVU_007G272400g,1935,1312,1950,1317
gene:PHAVU_007G272500g,79,43,81,45
gene:PHAVU_007G272600g,591,602,592,605
gene:PHAVU_007G272700g,0,0,0,0
gene:PHAVU_007G272800g,0,1,1,2
gene:PHAVU_007G272900g,23,53,28,63
gene:PHAVU_007G273000g,49,102,49,104
gene:PHAVU_007G273100g,26,132,28,133
gene:PHAVU_007G2732000g,201,2486,202,2500
gene:PHAVU_007G273300g,976,261,1064,313
gene:PHAVU_007G273400g,109,208,114,212
gene:PHAVU_007G273500g,8625,6528,8638,6538
gene:ENSRNA049761291,0,0,1,1
gene:PHAVU_007G273600g,19,119,19,119
gene:PHAVU_007G2737001g,0,0,0,0
gene:PHAVU_007G2737002g,62,49,654,573
gene:PHAVU_007G2737000g,245,229,1023,816
gene:PHAVU_007G273800g,69,136,169,340
