,Groupe,Nombre de gènes (nbG),nbG Lupinus A.,nbG Medicago T.,nbG Phaseolus V.,nbG Glycine M.,Lotus J.,,somme(D:H)
OG0019189,OG0019189,2,0,1,0,1,0,,2
OG0019190,OG0019190,2,0,0,1,1,0,,2
OG0019191,OG0019191,2,0,0,1,1,0,,2
OG0019192,OG0019192,2,0,0,1,1,0,,2
OG0019193,OG0019193,2,0,0,1,1,0,,2
OG0019194,OG0019194,2,0,1,0,1,0,,2
OG0019195,OG0019195,2,0,0,1,1,0,,2
OG0019196,OG0019196,2,0,0,0,1,1,,2
OG0019197,OG0019197,2,0,0,1,1,0,,2
OG0019198,OG0019198,2,0,1,0,1,0,,2
OG0019199,OG0019199,2,0,0,0,1,1,,2
OG0019200,OG0019200,2,0,0,1,1,0,,2
OG0019201,OG0019201,2,0,0,1,1,0,,2
OG0019202,OG0019202,2,0,0,0,1,1,,2
OG0019203,OG0019203,2,0,0,0,1,1,,2
OG0019204,OG0019204,2,0,1,0,1,0,,2
OG0019205,OG0019205,2,0,0,0,1,1,,2
OG0019206,OG0019206,2,0,0,1,1,0,,2
OG0019207,OG0019207,2,0,0,1,1,0,,2
OG0019208,OG0019208,2,0,1,0,1,0,,2
OG0019209,OG0019209,2,0,0,0,1,1,,2
OG0019210,OG0019210,2,0,0,1,1,0,,2
OG0019211,OG0019211,2,1,0,0,1,0,,2
OG0019212,OG0019212,2,0,0,1,1,0,,2
OG0019213,OG0019213,2,0,0,1,1,0,,2
OG0019214,OG0019214,2,0,0,1,1,0,,2
OG0019215,OG0019215,2,0,0,0,1,1,,2
OG0019216,OG0019216,2,0,0,1,1,0,,2
OG0019217,OG0019217,2,0,0,1,1,0,,2
OG0019218,OG0019218,2,0,0,0,1,1,,2
OG0019219,OG0019219,2,0,0,0,1,1,,2
OG0019220,OG0019220,2,0,1,0,1,0,,2
OG0019221,OG0019221,2,0,0,1,1,0,,2
OG0019222,OG0019222,2,0,0,0,1,1,,2
OG0019223,OG0019223,2,0,0,0,1,1,,2
OG0019224,OG0019224,2,1,0,0,1,0,,2
OG0019225,OG0019225,2,0,0,1,1,0,,2
OG0019226,OG0019226,2,0,0,1,1,0,,2
OG0019227,OG0019227,2,0,0,1,1,0,,2
OG0019228,OG0019228,2,0,0,0,1,1,,2
OG0019229,OG0019229,2,0,0,1,1,0,,2
OG0019230,OG0019230,2,0,0,1,1,0,,2
OG0019231,OG0019231,2,0,0,0,1,1,,2
OG0019232,OG0019232,2,0,0,0,1,1,,2
OG0019233,OG0019233,2,0,0,1,1,0,,2
OG0019234,OG0019234,2,0,0,1,1,0,,2
OG0019235,OG0019235,2,0,1,0,1,0,,2
OG0019236,OG0019236,2,0,0,1,1,0,,2
OG0019237,OG0019237,2,0,0,1,1,0,,2
OG0019238,OG0019238,2,0,0,0,1,1,,2
OG0019239,OG0019239,2,0,0,0,1,1,,2
OG0019240,OG0019240,2,0,0,0,1,1,,2
OG0019241,OG0019241,2,0,0,0,1,1,,2
OG0019242,OG0019242,2,0,0,0,1,1,,2
OG0019243,OG0019243,2,0,1,0,1,0,,2
OG0019244,OG0019244,2,0,1,0,1,0,,2
OG0019245,OG0019245,2,0,0,1,1,0,,2
OG0019246,OG0019246,2,0,0,1,1,0,,2
OG0019247,OG0019247,2,0,1,0,1,0,,2
OG0019248,OG0019248,2,0,0,1,1,0,,2
OG0019249,OG0019249,2,0,0,0,1,1,,2
OG0019250,OG0019250,2,0,1,0,1,0,,2
OG0019251,OG0019251,2,0,0,1,1,0,,2
OG0019252,OG0019252,2,0,1,0,1,0,,2
OG0019253,OG0019253,2,0,0,0,1,1,,2
OG0019254,OG0019254,2,0,0,1,1,0,,2
OG0019255,OG0019255,2,0,0,1,1,0,,2
OG0019256,OG0019256,2,0,0,1,1,0,,2
OG0019257,OG0019257,2,0,0,1,1,0,,2
OG0019258,OG0019258,2,0,0,0,1,1,,2
OG0019259,OG0019259,2,0,0,0,1,1,,2
OG0019260,OG0019260,2,0,0,1,1,0,,2
OG0019261,OG0019261,2,0,0,0,1,1,,2
OG0019262,OG0019262,2,0,1,0,1,0,,2
OG0019263,OG0019263,2,0,0,0,1,1,,2
OG0019264,OG0019264,2,0,0,1,1,0,,2
OG0019265,OG0019265,2,0,0,0,1,1,,2
OG0019266,OG0019266,2,0,0,1,1,0,,2
OG0019267,OG0019267,2,0,0,1,1,0,,2
OG0019268,OG0019268,2,0,0,0,1,1,,2
OG0019269,OG0019269,2,0,0,0,1,1,,2
OG0019270,OG0019270,2,0,0,0,1,1,,2
OG0019271,OG0019271,2,0,0,1,1,0,,2
OG0019272,OG0019272,2,0,0,0,1,1,,2
OG0019273,OG0019273,2,0,0,1,1,0,,2
OG0019274,OG0019274,2,0,0,1,1,0,,2
OG0019275,OG0019275,2,0,1,0,1,0,,2
OG0019276,OG0019276,2,0,0,1,1,0,,2
OG0019277,OG0019277,2,0,0,1,1,0,,2
OG0019278,OG0019278,2,0,0,0,1,1,,2
OG0019279,OG0019279,2,0,1,0,1,0,,2
OG0019280,OG0019280,2,0,1,0,1,0,,2
OG0019281,OG0019281,2,0,0,0,1,1,,2
OG0019282,OG0019282,2,0,0,1,1,0,,2
OG0019283,OG0019283,2,0,0,1,1,0,,2
OG0019284,OG0019284,2,0,1,0,1,0,,2
OG0019285,OG0019285,2,0,1,0,1,0,,2
OG0019286,OG0019286,2,0,0,0,1,1,,2
OG0019287,OG0019287,2,0,0,0,1,1,,2
OG0019288,OG0019288,2,0,1,0,1,0,,2
OG0019289,OG0019289,2,0,0,0,1,1,,2
OG0019290,OG0019290,2,0,0,1,1,0,,2
OG0019291,OG0019291,2,0,0,0,1,1,,2
OG0019292,OG0019292,2,0,0,1,1,0,,2
OG0019293,OG0019293,2,0,0,0,1,1,,2
OG0019294,OG0019294,2,0,1,0,1,0,,2
OG0019295,OG0019295,2,0,0,1,1,0,,2
OG0019296,OG0019296,2,0,0,1,1,0,,2
OG0019297,OG0019297,2,0,0,1,1,0,,2
OG0019298,OG0019298,2,0,0,1,1,0,,2
OG0019299,OG0019299,2,0,0,0,1,1,,2
OG0019300,OG0019300,2,0,0,0,1,1,,2
OG0019301,OG0019301,2,0,0,1,1,0,,2
OG0019302,OG0019302,2,0,1,0,1,0,,2
OG0019303,OG0019303,2,0,1,0,1,0,,2
OG0019304,OG0019304,2,0,1,0,1,0,,2
OG0019305,OG0019305,2,0,1,0,1,0,,2
OG0019306,OG0019306,2,0,0,1,1,0,,2
OG0019307,OG0019307,2,0,0,1,1,0,,2
OG0019308,OG0019308,2,0,0,1,1,0,,2
OG0019309,OG0019309,2,0,0,0,1,1,,2
OG0019310,OG0019310,2,0,0,1,1,0,,2
OG0019311,OG0019311,2,0,0,1,1,0,,2
OG0019312,OG0019312,2,0,0,1,1,0,,2
OG0019313,OG0019313,2,0,0,0,1,1,,2
OG0019314,OG0019314,2,0,0,1,1,0,,2
OG0019315,OG0019315,2,0,0,1,1,0,,2
OG0019316,OG0019316,2,0,0,1,1,0,,2
OG0019317,OG0019317,2,0,0,1,1,0,,2
OG0019318,OG0019318,2,0,1,0,1,0,,2
OG0019319,OG0019319,2,0,0,1,1,0,,2
OG0019320,OG0019320,2,0,0,0,2,0,,2
OG0019321,OG0019321,2,0,0,0,1,1,,2
OG0019322,OG0019322,2,0,0,1,1,0,,2
OG0019323,OG0019323,2,0,0,1,1,0,,2
OG0019324,OG0019324,2,0,0,1,1,0,,2
OG0019325,OG0019325,2,0,0,1,1,0,,2
OG0019326,OG0019326,2,0,0,1,1,0,,2
OG0019327,OG0019327,2,0,0,1,1,0,,2
OG0019328,OG0019328,2,0,1,0,1,0,,2
OG0019329,OG0019329,2,0,1,0,1,0,,2
OG0019330,OG0019330,2,0,0,0,2,0,,2
OG0019331,OG0019331,2,0,0,0,1,1,,2
OG0019332,OG0019332,2,0,0,1,1,0,,2
OG0019333,OG0019333,2,0,1,0,1,0,,2
OG0019334,OG0019334,2,0,0,0,1,1,,2
OG0019335,OG0019335,2,0,1,0,1,0,,2
OG0019336,OG0019336,2,0,0,1,1,0,,2
OG0019337,OG0019337,2,0,0,1,1,0,,2
OG0019338,OG0019338,2,0,0,1,1,0,,2
OG0019339,OG0019339,2,0,0,1,1,0,,2
OG0019340,OG0019340,2,0,0,0,1,1,,2
OG0019341,OG0019341,2,0,0,0,1,1,,2
OG0019342,OG0019342,2,0,1,0,1,0,,2
OG0019343,OG0019343,2,0,0,0,1,1,,2
OG0019344,OG0019344,2,0,0,1,1,0,,2
OG0019345,OG0019345,2,0,0,1,1,0,,2
OG0019346,OG0019346,2,0,0,1,1,0,,2
OG0019347,OG0019347,2,0,1,0,1,0,,2
OG0019348,OG0019348,2,0,1,0,1,0,,2
OG0019349,OG0019349,2,0,0,0,1,1,,2
OG0019350,OG0019350,2,0,0,1,1,0,,2
OG0019351,OG0019351,2,0,1,0,1,0,,2
OG0019352,OG0019352,2,0,0,0,1,1,,2
OG0019353,OG0019353,2,0,1,0,1,0,,2
OG0019354,OG0019354,2,0,0,1,1,0,,2
OG0019355,OG0019355,2,0,0,1,1,0,,2
OG0019356,OG0019356,2,0,0,0,1,1,,2
OG0019357,OG0019357,2,0,0,1,1,0,,2
OG0019358,OG0019358,2,0,0,1,1,0,,2
OG0019359,OG0019359,2,0,0,1,1,0,,2
OG0019360,OG0019360,2,0,0,0,1,1,,2
OG0019361,OG0019361,2,0,0,0,1,1,,2
OG0019362,OG0019362,2,0,0,1,1,0,,2
OG0019363,OG0019363,2,0,1,0,1,0,,2
OG0019364,OG0019364,2,0,0,1,1,0,,2
OG0019365,OG0019365,2,0,0,0,1,1,,2
OG0019366,OG0019366,2,0,1,0,1,0,,2
OG0019367,OG0019367,2,0,0,1,1,0,,2
OG0019368,OG0019368,2,0,0,0,1,1,,2
OG0019369,OG0019369,2,0,0,1,1,0,,2
OG0019370,OG0019370,2,0,0,0,1,1,,2
OG0019371,OG0019371,2,0,0,0,1,1,,2
OG0019372,OG0019372,2,0,0,1,1,0,,2
OG0019373,OG0019373,2,0,0,1,1,0,,2
OG0019374,OG0019374,2,0,1,0,1,0,,2
OG0019375,OG0019375,2,0,0,0,1,1,,2
OG0019376,OG0019376,2,0,1,0,1,0,,2
OG0019377,OG0019377,2,0,0,0,1,1,,2
OG0019378,OG0019378,2,0,0,1,1,0,,2
OG0019379,OG0019379,2,0,0,1,1,0,,2
OG0019380,OG0019380,2,0,1,0,1,0,,2
OG0019381,OG0019381,2,0,0,0,1,1,,2
OG0019382,OG0019382,2,0,0,0,1,1,,2
OG0019383,OG0019383,2,0,0,0,1,1,,2
OG0019384,OG0019384,2,0,1,0,1,0,,2
OG0019385,OG0019385,2,0,0,0,1,1,,2
OG0019386,OG0019386,2,0,1,0,1,0,,2
OG0019387,OG0019387,2,0,0,0,1,1,,2
OG0019388,OG0019388,2,0,1,0,1,0,,2
OG0019389,OG0019389,2,0,0,1,1,0,,2
OG0019390,OG0019390,2,1,0,0,1,0,,2
OG0019391,OG0019391,2,0,0,0,1,1,,2
OG0019392,OG0019392,2,0,1,0,1,0,,2
OG0019393,OG0019393,2,0,0,1,1,0,,2
OG0019394,OG0019394,2,0,0,1,1,0,,2
OG0019395,OG0019395,2,0,1,0,1,0,,2
OG0019396,OG0019396,2,0,0,0,1,1,,2
OG0019397,OG0019397,2,0,0,1,1,0,,2
OG0019398,OG0019398,2,0,0,1,1,0,,2
OG0019399,OG0019399,2,0,0,1,1,0,,2
OG0019400,OG0019400,2,0,1,0,1,0,,2
OG0019401,OG0019401,2,0,0,1,1,0,,2
OG0019402,OG0019402,2,0,1,0,1,0,,2
OG0019403,OG0019403,2,0,0,1,1,0,,2
OG0019404,OG0019404,2,0,0,1,1,0,,2
OG0019405,OG0019405,2,0,0,1,1,0,,2
OG0019406,OG0019406,2,0,0,1,1,0,,2
OG0019407,OG0019407,2,0,0,1,1,0,,2
OG0019408,OG0019408,2,0,0,0,1,1,,2
OG0019409,OG0019409,2,0,0,0,1,1,,2
OG0019410,OG0019410,2,0,0,1,1,0,,2
OG0019411,OG0019411,2,0,0,1,1,0,,2
OG0019412,OG0019412,2,0,0,1,1,0,,2
OG0019413,OG0019413,2,1,0,0,1,0,,2
OG0019414,OG0019414,2,0,1,0,1,0,,2
OG0019415,OG0019415,2,0,0,0,1,1,,2
OG0019416,OG0019416,2,1,0,0,1,0,,2
OG0019417,OG0019417,2,0,0,1,1,0,,2
OG0019418,OG0019418,2,0,0,0,1,1,,2
OG0019419,OG0019419,2,0,0,0,1,1,,2
OG0019420,OG0019420,2,0,1,0,1,0,,2
OG0019421,OG0019421,2,0,0,0,1,1,,2
OG0019422,OG0019422,2,0,0,0,1,1,,2
OG0019423,OG0019423,2,0,0,1,1,0,,2
OG0019424,OG0019424,2,0,0,1,1,0,,2
OG0019425,OG0019425,2,0,0,1,1,0,,2
OG0019426,OG0019426,2,0,1,0,1,0,,2
OG0019427,OG0019427,2,0,0,1,1,0,,2
OG0019428,OG0019428,2,0,0,0,1,1,,2
OG0019429,OG0019429,2,0,0,1,1,0,,2
OG0019430,OG0019430,2,0,0,1,1,0,,2
OG0019431,OG0019431,2,0,0,1,1,0,,2
OG0019432,OG0019432,2,0,0,1,1,0,,2
OG0019433,OG0019433,2,0,0,1,1,0,,2
OG0019434,OG0019434,2,0,1,0,1,0,,2
OG0019435,OG0019435,2,0,0,0,1,1,,2
OG0019436,OG0019436,2,0,0,0,1,1,,2
OG0019437,OG0019437,2,0,0,1,1,0,,2
OG0019438,OG0019438,2,0,0,1,1,0,,2
OG0019439,OG0019439,2,0,1,0,1,0,,2
OG0019440,OG0019440,2,0,1,0,1,0,,2
OG0019441,OG0019441,2,0,0,1,1,0,,2
OG0019442,OG0019442,2,0,1,0,1,0,,2
OG0019443,OG0019443,2,0,0,0,1,1,,2
OG0019444,OG0019444,2,0,0,1,1,0,,2
OG0019445,OG0019445,2,0,0,1,1,0,,2
OG0019446,OG0019446,2,0,1,0,1,0,,2
OG0019447,OG0019447,2,0,0,1,1,0,,2
OG0019448,OG0019448,2,0,1,0,1,0,,2
OG0019449,OG0019449,2,0,0,1,1,0,,2
OG0019450,OG0019450,2,0,0,0,1,1,,2
OG0019451,OG0019451,2,0,0,1,1,0,,2
OG0019452,OG0019452,2,0,0,0,1,1,,2
OG0019453,OG0019453,2,0,1,0,1,0,,2
OG0019454,OG0019454,2,0,0,1,1,0,,2
OG0019455,OG0019455,2,0,0,0,1,1,,2
OG0019456,OG0019456,2,0,1,0,1,0,,2
OG0019457,OG0019457,2,0,0,0,1,1,,2
OG0019458,OG0019458,2,0,0,0,1,1,,2
OG0019459,OG0019459,2,0,0,0,1,1,,2
OG0019460,OG0019460,2,0,0,0,1,1,,2
OG0019461,OG0019461,2,0,0,1,1,0,,2
OG0019462,OG0019462,2,0,0,1,1,0,,2
OG0019463,OG0019463,2,0,0,1,1,0,,2
OG0019464,OG0019464,2,0,0,0,1,1,,2
OG0019465,OG0019465,2,0,0,1,1,0,,2
OG0019466,OG0019466,2,0,0,1,1,0,,2
OG0019467,OG0019467,2,0,1,0,1,0,,2
OG0019468,OG0019468,2,0,1,0,1,0,,2
OG0019469,OG0019469,2,0,0,0,1,1,,2
OG0019470,OG0019470,2,0,0,1,1,0,,2
OG0019471,OG0019471,2,0,1,0,1,0,,2
OG0019472,OG0019472,2,0,0,0,1,1,,2
OG0019473,OG0019473,2,0,0,1,1,0,,2
OG0019474,OG0019474,2,0,1,0,1,0,,2
OG0019475,OG0019475,2,1,0,0,1,0,,2
OG0019476,OG0019476,2,0,1,0,1,0,,2
OG0019477,OG0019477,2,0,0,1,1,0,,2
OG0019478,OG0019478,2,0,0,0,1,1,,2
OG0019479,OG0019479,2,0,0,0,1,1,,2
OG0019480,OG0019480,2,0,1,0,1,0,,2
OG0019481,OG0019481,2,0,1,0,1,0,,2
OG0019482,OG0019482,2,0,0,0,1,1,,2
OG0019483,OG0019483,2,0,0,1,1,0,,2
OG0019484,OG0019484,2,0,0,1,1,0,,2
OG0019485,OG0019485,2,0,1,0,1,0,,2
OG0019486,OG0019486,2,0,0,1,1,0,,2
OG0019487,OG0019487,2,0,0,1,1,0,,2
OG0019488,OG0019488,2,0,0,1,1,0,,2
OG0019489,OG0019489,2,0,0,0,1,1,,2
OG0019490,OG0019490,2,0,0,0,1,1,,2
OG0019491,OG0019491,2,0,0,0,1,1,,2
OG0019492,OG0019492,2,0,1,0,1,0,,2
OG0019493,OG0019493,2,0,0,1,1,0,,2
OG0019494,OG0019494,2,0,1,0,1,0,,2
OG0019495,OG0019495,2,0,0,0,1,1,,2
OG0019496,OG0019496,2,0,0,0,1,1,,2
OG0019497,OG0019497,2,0,0,0,1,1,,2
OG0019498,OG0019498,2,0,0,1,1,0,,2
OG0019499,OG0019499,2,0,0,0,2,0,,2
OG0019500,OG0019500,2,0,0,1,1,0,,2
OG0019501,OG0019501,2,0,0,0,1,1,,2
OG0019502,OG0019502,2,0,0,1,1,0,,2
OG0019503,OG0019503,2,0,1,0,1,0,,2
OG0019504,OG0019504,2,0,0,1,1,0,,2
OG0019505,OG0019505,2,0,1,0,1,0,,2
OG0019506,OG0019506,2,0,1,0,1,0,,2
OG0019507,OG0019507,2,1,0,0,1,0,,2
OG0019508,OG0019508,2,0,0,1,1,0,,2
OG0019509,OG0019509,2,0,1,0,1,0,,2
OG0019510,OG0019510,2,0,0,1,1,0,,2
OG0019511,OG0019511,2,0,0,0,1,1,,2
OG0019512,OG0019512,2,0,0,0,1,1,,2
OG0019513,OG0019513,2,0,0,1,1,0,,2
OG0019514,OG0019514,2,0,0,1,1,0,,2
OG0019515,OG0019515,2,0,0,1,1,0,,2
OG0019516,OG0019516,2,0,1,0,1,0,,2
OG0019517,OG0019517,2,0,0,1,1,0,,2
OG0019518,OG0019518,2,0,0,1,1,0,,2
OG0019519,OG0019519,2,0,0,1,1,0,,2
OG0019520,OG0019520,2,0,0,1,1,0,,2
OG0019521,OG0019521,2,0,0,1,1,0,,2
OG0019522,OG0019522,2,0,0,1,1,0,,2
OG0019523,OG0019523,2,0,0,0,1,1,,2
OG0019524,OG0019524,2,0,0,1,1,0,,2
OG0019525,OG0019525,2,0,0,1,1,0,,2
OG0019526,OG0019526,2,0,0,1,1,0,,2
OG0019527,OG0019527,2,0,0,1,1,0,,2
OG0019528,OG0019528,2,0,0,1,1,0,,2
OG0019529,OG0019529,2,0,0,1,1,0,,2
OG0019530,OG0019530,2,0,0,0,1,1,,2
OG0019531,OG0019531,2,0,1,0,1,0,,2
OG0019532,OG0019532,2,0,0,1,1,0,,2
OG0019533,OG0019533,2,0,0,1,1,0,,2
OG0019534,OG0019534,2,0,0,1,1,0,,2
OG0019535,OG0019535,2,0,1,0,1,0,,2
OG0019536,OG0019536,2,0,1,0,1,0,,2
OG0019537,OG0019537,2,0,1,0,1,0,,2
OG0019538,OG0019538,2,0,1,0,1,0,,2
OG0019539,OG0019539,2,0,1,0,1,0,,2
OG0019540,OG0019540,2,0,0,1,1,0,,2
OG0019541,OG0019541,2,0,1,0,1,0,,2
OG0019542,OG0019542,2,0,1,0,1,0,,2
OG0019543,OG0019543,2,0,0,1,1,0,,2
OG0019544,OG0019544,2,0,0,0,1,1,,2
OG0019545,OG0019545,2,0,0,1,1,0,,2
OG0019546,OG0019546,2,0,0,1,1,0,,2
OG0019547,OG0019547,2,0,0,1,1,0,,2
OG0019548,OG0019548,2,0,1,0,1,0,,2
OG0019549,OG0019549,2,0,0,0,1,1,,2
OG0019550,OG0019550,2,0,0,0,1,1,,2
OG0019551,OG0019551,2,0,0,1,1,0,,2
OG0019552,OG0019552,2,0,0,1,1,0,,2
OG0019553,OG0019553,2,0,0,1,1,0,,2
OG0019554,OG0019554,2,0,1,0,1,0,,2
OG0019555,OG0019555,2,0,0,1,1,0,,2
OG0019556,OG0019556,2,0,0,0,1,1,,2
OG0019557,OG0019557,2,0,1,0,1,0,,2
OG0019558,OG0019558,2,0,0,1,1,0,,2
OG0019559,OG0019559,2,0,1,0,0,1,,2
OG0019560,OG0019560,2,0,0,0,0,2,,2
OG0019561,OG0019561,2,0,0,0,0,2,,2
OG0019562,OG0019562,2,0,1,0,0,1,,2
OG0019563,OG0019563,2,0,0,0,0,2,,2
OG0019564,OG0019564,2,0,1,0,0,1,,2
OG0019565,OG0019565,2,0,1,0,0,1,,2
OG0019566,OG0019566,2,0,0,1,0,1,,2
OG0019567,OG0019567,2,0,0,0,0,2,,2
OG0019568,OG0019568,2,0,0,0,0,2,,2
OG0019569,OG0019569,2,0,0,1,0,1,,2
OG0019570,OG0019570,2,0,1,0,0,1,,2
OG0019571,OG0019571,2,0,1,0,0,1,,2
OG0019572,OG0019572,2,0,1,0,0,1,,2
OG0019573,OG0019573,2,0,1,0,0,1,,2
OG0019574,OG0019574,2,0,0,0,0,2,,2
OG0019575,OG0019575,2,0,1,0,0,1,,2
OG0019576,OG0019576,2,0,1,0,0,1,,2
OG0019577,OG0019577,2,0,1,0,0,1,,2
OG0019578,OG0019578,2,0,1,0,0,1,,2
OG0019579,OG0019579,2,0,1,0,0,1,,2
OG0019580,OG0019580,2,0,0,0,0,2,,2
OG0019581,OG0019581,2,0,0,0,0,2,,2
OG0019582,OG0019582,2,0,0,0,0,2,,2
OG0019583,OG0019583,2,0,1,0,0,1,,2
OG0019584,OG0019584,2,0,1,0,0,1,,2
OG0019585,OG0019585,2,0,1,0,0,1,,2
OG0019586,OG0019586,2,0,1,0,0,1,,2
OG0019587,OG0019587,2,0,1,0,0,1,,2
OG0019588,OG0019588,2,0,0,1,0,1,,2
OG0019589,OG0019589,2,0,1,0,0,1,,2
OG0019590,OG0019590,2,0,1,0,0,1,,2
OG0019591,OG0019591,2,0,1,0,0,1,,2
OG0019592,OG0019592,2,0,0,1,0,1,,2
OG0019593,OG0019593,2,1,0,0,0,1,,2
OG0019594,OG0019594,2,0,0,0,0,2,,2
OG0019595,OG0019595,2,0,1,0,0,1,,2
OG0019596,OG0019596,2,0,0,0,0,2,,2
OG0019597,OG0019597,2,0,1,0,0,1,,2
OG0019598,OG0019598,2,1,0,0,0,1,,2
OG0019599,OG0019599,2,0,1,0,0,1,,2
OG0019600,OG0019600,2,0,1,0,0,1,,2
OG0019601,OG0019601,2,0,1,0,0,1,,2
OG0019602,OG0019602,2,0,1,0,0,1,,2
OG0019603,OG0019603,2,0,0,0,0,2,,2
OG0019604,OG0019604,2,0,1,0,0,1,,2
OG0019605,OG0019605,2,0,1,0,0,1,,2
OG0019606,OG0019606,2,1,0,0,0,1,,2
OG0019607,OG0019607,2,0,1,0,0,1,,2
OG0019608,OG0019608,2,0,1,0,0,1,,2
OG0019609,OG0019609,2,0,1,0,0,1,,2
OG0019610,OG0019610,2,0,1,0,0,1,,2
OG0019611,OG0019611,2,0,1,0,0,1,,2
OG0019612,OG0019612,2,1,0,0,0,1,,2
OG0019613,OG0019613,2,0,1,0,0,1,,2
OG0019614,OG0019614,2,0,0,1,0,1,,2
OG0019615,OG0019615,2,0,1,0,0,1,,2
OG0019616,OG0019616,2,1,0,0,0,1,,2
OG0019617,OG0019617,2,0,1,0,0,1,,2
OG0019618,OG0019618,2,0,0,1,0,1,,2
OG0019619,OG0019619,2,0,1,0,0,1,,2
OG0019620,OG0019620,2,0,1,0,0,1,,2
OG0019621,OG0019621,2,0,1,0,0,1,,2
OG0019622,OG0019622,2,0,0,0,0,2,,2
OG0019623,OG0019623,2,0,1,0,0,1,,2
OG0019624,OG0019624,2,0,1,0,0,1,,2
OG0019625,OG0019625,2,0,0,1,0,1,,2
OG0019626,OG0019626,2,0,1,0,0,1,,2
OG0019627,OG0019627,2,0,1,0,0,1,,2
OG0019628,OG0019628,2,0,0,1,0,1,,2
OG0019629,OG0019629,2,0,1,0,0,1,,2
OG0019630,OG0019630,2,0,1,0,0,1,,2
OG0019631,OG0019631,2,0,0,1,0,1,,2
OG0019632,OG0019632,2,0,0,1,0,1,,2
OG0019633,OG0019633,2,0,1,0,0,1,,2
OG0019634,OG0019634,2,1,0,0,0,1,,2
OG0019635,OG0019635,2,0,1,0,0,1,,2
OG0019636,OG0019636,2,0,1,0,0,1,,2
OG0019637,OG0019637,2,1,0,0,0,1,,2
OG0019638,OG0019638,2,0,0,1,0,1,,2
OG0019639,OG0019639,2,0,0,1,0,1,,2
OG0019640,OG0019640,2,0,1,0,0,1,,2
OG0019641,OG0019641,2,0,0,1,0,1,,2
OG0019642,OG0019642,2,0,1,0,0,1,,2
OG0019643,OG0019643,2,0,0,1,0,1,,2
OG0019644,OG0019644,2,0,0,0,0,2,,2
OG0019645,OG0019645,2,0,1,0,0,1,,2
OG0019646,OG0019646,2,0,1,0,0,1,,2
OG0019647,OG0019647,2,0,1,0,0,1,,2
OG0019648,OG0019648,2,0,1,0,0,1,,2
OG0019649,OG0019649,2,0,0,0,0,2,,2
OG0019650,OG0019650,2,0,0,1,0,1,,2
OG0019651,OG0019651,2,0,1,0,0,1,,2
OG0019652,OG0019652,2,0,1,0,0,1,,2
OG0019653,OG0019653,2,0,1,0,0,1,,2
OG0019654,OG0019654,2,0,0,1,0,1,,2
OG0019655,OG0019655,2,0,1,0,0,1,,2
OG0019656,OG0019656,2,0,0,0,0,2,,2
OG0019657,OG0019657,2,0,1,0,0,1,,2
OG0019658,OG0019658,2,0,1,0,0,1,,2
OG0019659,OG0019659,2,0,1,0,0,1,,2
OG0019660,OG0019660,2,0,0,1,0,1,,2
OG0019661,OG0019661,2,1,0,0,0,1,,2
OG0019662,OG0019662,2,1,0,0,0,1,,2
OG0019663,OG0019663,2,0,1,0,0,1,,2
OG0019664,OG0019664,2,0,1,0,0,1,,2
OG0019665,OG0019665,2,0,1,0,0,1,,2
OG0019666,OG0019666,2,0,1,0,0,1,,2
OG0019667,OG0019667,2,0,1,0,0,1,,2
OG0019668,OG0019668,2,0,1,0,0,1,,2
OG0019669,OG0019669,2,0,1,0,0,1,,2
OG0019670,OG0019670,2,0,0,1,0,1,,2
OG0019671,OG0019671,2,0,0,1,0,1,,2
OG0019672,OG0019672,2,0,0,0,0,2,,2
OG0019673,OG0019673,2,0,1,0,0,1,,2
OG0019674,OG0019674,2,0,1,0,0,1,,2
OG0019675,OG0019675,2,0,1,0,0,1,,2
OG0019676,OG0019676,2,0,0,1,0,1,,2
OG0019677,OG0019677,2,0,1,0,0,1,,2
OG0019678,OG0019678,2,0,1,0,0,1,,2
OG0019679,OG0019679,2,0,1,0,0,1,,2
OG0019680,OG0019680,2,0,1,0,0,1,,2
OG0019681,OG0019681,2,0,0,1,0,1,,2
OG0019682,OG0019682,2,0,1,0,0,1,,2
OG0019683,OG0019683,2,0,1,0,0,1,,2
OG0019684,OG0019684,2,0,1,0,0,1,,2
OG0019685,OG0019685,2,0,1,0,0,1,,2
OG0019686,OG0019686,2,0,1,0,0,1,,2
OG0019687,OG0019687,2,0,1,0,0,1,,2
OG0019688,OG0019688,2,0,0,1,0,1,,2
OG0019689,OG0019689,2,0,0,0,0,2,,2
OG0019690,OG0019690,2,0,1,0,0,1,,2
OG0019691,OG0019691,2,0,1,0,0,1,,2
OG0019692,OG0019692,2,0,1,0,0,1,,2
OG0019693,OG0019693,2,0,1,0,0,1,,2
OG0019694,OG0019694,2,0,1,0,0,1,,2
OG0019695,OG0019695,2,0,0,1,0,1,,2
OG0019696,OG0019696,2,0,1,0,0,1,,2
OG0019697,OG0019697,2,0,1,0,0,1,,2
OG0019698,OG0019698,2,0,1,0,0,1,,2
OG0019699,OG0019699,2,0,1,0,0,1,,2
OG0019700,OG0019700,2,0,1,0,0,1,,2
OG0019701,OG0019701,2,0,0,1,0,1,,2
OG0019702,OG0019702,2,0,1,0,0,1,,2
OG0019703,OG0019703,2,0,1,0,0,1,,2
