,Groupe,Nombre de gènes (nbG),nbG Lupinus A.,nbG Medicago T.,nbG Phaseolus V.,nbG Glycine M.,Lotus J.,,somme(D:H)
OG0018674,OG0018674,3,0,1,2,0,0,,3
OG0018675,OG0018675,3,0,2,1,0,0,,3
OG0018676,OG0018676,3,0,3,0,0,0,,3
OG0018677,OG0018677,3,0,2,1,0,0,,3
OG0018678,OG0018678,3,0,2,1,0,0,,3
OG0018679,OG0018679,3,0,2,1,0,0,,3
OG0018680,OG0018680,3,0,0,3,0,0,,3
OG0018681,OG0018681,3,0,0,3,0,0,,3
OG0018682,OG0018682,3,0,0,3,0,0,,3
OG0018683,OG0018683,2,0,1,0,1,0,,2
OG0018684,OG0018684,2,0,0,1,1,0,,2
OG0018685,OG0018685,2,0,0,1,1,0,,2
OG0018686,OG0018686,2,0,0,1,1,0,,2
OG0018687,OG0018687,2,0,1,0,1,0,,2
OG0018688,OG0018688,2,0,1,0,1,0,,2
OG0018689,OG0018689,2,0,0,1,1,0,,2
OG0018690,OG0018690,2,0,0,0,1,1,,2
OG0018691,OG0018691,2,1,0,0,1,0,,2
OG0018692,OG0018692,2,0,0,1,1,0,,2
OG0018693,OG0018693,2,0,0,1,1,0,,2
OG0018694,OG0018694,2,0,0,1,1,0,,2
OG0018695,OG0018695,2,0,0,1,1,0,,2
OG0018696,OG0018696,2,0,0,1,1,0,,2
OG0018697,OG0018697,2,0,0,1,1,0,,2
OG0018698,OG0018698,2,0,0,1,1,0,,2
OG0018699,OG0018699,2,0,0,1,1,0,,2
OG0018700,OG0018700,2,0,0,1,1,0,,2
OG0018701,OG0018701,2,0,0,0,1,1,,2
OG0018702,OG0018702,2,0,1,0,1,0,,2
OG0018703,OG0018703,2,0,0,1,1,0,,2
OG0018704,OG0018704,2,0,1,0,1,0,,2
OG0018705,OG0018705,2,0,0,1,1,0,,2
OG0018706,OG0018706,2,0,0,1,1,0,,2
OG0018707,OG0018707,2,0,0,1,1,0,,2
OG0018708,OG0018708,2,0,0,1,1,0,,2
OG0018709,OG0018709,2,0,0,1,1,0,,2
OG0018710,OG0018710,2,0,0,1,1,0,,2
OG0018711,OG0018711,2,0,0,1,1,0,,2
OG0018712,OG0018712,2,0,0,1,1,0,,2
OG0018713,OG0018713,2,0,0,0,1,1,,2
OG0018714,OG0018714,2,0,1,0,1,0,,2
OG0018715,OG0018715,2,0,0,1,1,0,,2
OG0018716,OG0018716,2,0,0,0,1,1,,2
OG0018717,OG0018717,2,0,0,0,1,1,,2
OG0018718,OG0018718,2,0,0,1,1,0,,2
OG0018719,OG0018719,2,0,0,1,1,0,,2
OG0018720,OG0018720,2,0,0,1,1,0,,2
OG0018721,OG0018721,2,0,1,0,1,0,,2
OG0018722,OG0018722,2,0,0,1,1,0,,2
OG0018723,OG0018723,2,0,1,0,1,0,,2
OG0018724,OG0018724,2,0,0,1,1,0,,2
OG0018725,OG0018725,2,0,0,1,1,0,,2
OG0018726,OG0018726,2,0,0,1,1,0,,2
OG0018727,OG0018727,2,0,0,1,1,0,,2
OG0018728,OG0018728,2,0,0,0,1,1,,2
OG0018729,OG0018729,2,0,1,0,1,0,,2
OG0018730,OG0018730,2,0,0,1,1,0,,2
OG0018731,OG0018731,2,0,0,1,1,0,,2
OG0018732,OG0018732,2,0,0,1,1,0,,2
OG0018733,OG0018733,2,0,0,1,1,0,,2
OG0018734,OG0018734,2,0,1,0,1,0,,2
OG0018735,OG0018735,2,0,1,0,1,0,,2
OG0018736,OG0018736,2,0,0,0,1,1,,2
OG0018737,OG0018737,2,0,1,0,1,0,,2
OG0018738,OG0018738,2,0,0,0,1,1,,2
OG0018739,OG0018739,2,0,0,1,1,0,,2
OG0018740,OG0018740,2,0,0,1,1,0,,2
OG0018741,OG0018741,2,0,0,1,1,0,,2
OG0018742,OG0018742,2,0,0,0,1,1,,2
OG0018743,OG0018743,2,0,0,0,1,1,,2
OG0018744,OG0018744,2,0,0,1,1,0,,2
OG0018745,OG0018745,2,0,1,0,1,0,,2
OG0018746,OG0018746,2,0,0,0,1,1,,2
OG0018747,OG0018747,2,0,1,0,1,0,,2
OG0018748,OG0018748,2,0,1,0,1,0,,2
OG0018749,OG0018749,2,0,0,0,1,1,,2
OG0018750,OG0018750,2,0,0,0,1,1,,2
OG0018751,OG0018751,2,0,1,0,1,0,,2
OG0018752,OG0018752,2,0,1,0,1,0,,2
OG0018753,OG0018753,2,0,0,0,1,1,,2
OG0018754,OG0018754,2,0,0,1,1,0,,2
OG0018755,OG0018755,2,0,0,0,1,1,,2
OG0018756,OG0018756,2,0,1,0,1,0,,2
OG0018757,OG0018757,2,0,0,1,1,0,,2
OG0018758,OG0018758,2,0,0,1,1,0,,2
OG0018759,OG0018759,2,0,1,0,1,0,,2
OG0018760,OG0018760,2,0,0,1,1,0,,2
OG0018761,OG0018761,2,0,0,0,1,1,,2
OG0018762,OG0018762,2,0,0,1,1,0,,2
OG0018763,OG0018763,2,0,0,0,1,1,,2
OG0018764,OG0018764,2,0,1,0,1,0,,2
OG0018765,OG0018765,2,0,1,0,1,0,,2
OG0018766,OG0018766,2,0,0,0,1,1,,2
OG0018767,OG0018767,2,0,0,1,1,0,,2
OG0018768,OG0018768,2,0,0,1,1,0,,2
OG0018769,OG0018769,2,0,0,1,1,0,,2
OG0018770,OG0018770,2,0,1,0,1,0,,2
OG0018771,OG0018771,2,0,0,1,1,0,,2
OG0018772,OG0018772,2,0,0,1,1,0,,2
OG0018773,OG0018773,2,0,0,1,1,0,,2
OG0018774,OG0018774,2,0,0,1,1,0,,2
OG0018775,OG0018775,2,0,0,1,1,0,,2
OG0018776,OG0018776,2,0,0,1,1,0,,2
OG0018777,OG0018777,2,0,0,1,1,0,,2
OG0018778,OG0018778,2,0,0,1,1,0,,2
OG0018779,OG0018779,2,0,0,0,1,1,,2
OG0018780,OG0018780,2,0,1,0,1,0,,2
OG0018781,OG0018781,2,0,1,0,1,0,,2
OG0018782,OG0018782,2,0,1,0,1,0,,2
OG0018783,OG0018783,2,0,1,0,1,0,,2
OG0018784,OG0018784,2,0,0,1,1,0,,2
OG0018785,OG0018785,2,0,0,1,1,0,,2
OG0018786,OG0018786,2,0,0,0,1,1,,2
OG0018787,OG0018787,2,0,0,0,1,1,,2
OG0018788,OG0018788,2,0,1,0,1,0,,2
OG0018789,OG0018789,2,0,0,1,1,0,,2
OG0018790,OG0018790,2,0,1,0,1,0,,2
OG0018791,OG0018791,2,0,0,0,1,1,,2
OG0018792,OG0018792,2,0,0,1,1,0,,2
OG0018793,OG0018793,2,0,0,0,1,1,,2
OG0018794,OG0018794,2,0,1,0,1,0,,2
OG0018795,OG0018795,2,0,1,0,1,0,,2
OG0018796,OG0018796,2,0,0,0,1,1,,2
OG0018797,OG0018797,2,0,0,1,1,0,,2
OG0018798,OG0018798,2,0,1,0,1,0,,2
OG0018799,OG0018799,2,0,1,0,1,0,,2
OG0018800,OG0018800,2,0,0,1,1,0,,2
OG0018801,OG0018801,2,0,1,0,1,0,,2
OG0018802,OG0018802,2,0,1,0,1,0,,2
OG0018803,OG0018803,2,0,1,0,1,0,,2
OG0018804,OG0018804,2,0,0,1,1,0,,2
OG0018805,OG0018805,2,0,0,0,2,0,,2
OG0018806,OG0018806,2,0,1,0,1,0,,2
OG0018807,OG0018807,2,0,0,1,1,0,,2
OG0018808,OG0018808,2,0,0,0,1,1,,2
OG0018809,OG0018809,2,0,0,0,1,1,,2
OG0018810,OG0018810,2,0,0,0,1,1,,2
OG0018811,OG0018811,2,0,0,1,1,0,,2
OG0018812,OG0018812,2,0,0,1,1,0,,2
OG0018813,OG0018813,2,0,0,0,1,1,,2
OG0018814,OG0018814,2,0,0,1,1,0,,2
OG0018815,OG0018815,2,0,0,0,1,1,,2
OG0018816,OG0018816,2,0,0,0,1,1,,2
OG0018817,OG0018817,2,0,0,0,1,1,,2
OG0018818,OG0018818,2,0,0,0,1,1,,2
OG0018819,OG0018819,2,0,0,1,1,0,,2
OG0018820,OG0018820,2,0,1,0,1,0,,2
OG0018821,OG0018821,2,0,1,0,1,0,,2
OG0018822,OG0018822,2,0,0,0,1,1,,2
OG0018823,OG0018823,2,0,0,0,1,1,,2
OG0018824,OG0018824,2,0,0,1,1,0,,2
OG0018825,OG0018825,2,0,0,1,1,0,,2
OG0018826,OG0018826,2,0,0,0,1,1,,2
OG0018827,OG0018827,2,0,0,0,1,1,,2
OG0018828,OG0018828,2,0,1,0,1,0,,2
OG0018829,OG0018829,2,0,0,1,1,0,,2
OG0018830,OG0018830,2,0,0,1,1,0,,2
OG0018831,OG0018831,2,0,0,1,1,0,,2
OG0018832,OG0018832,2,0,0,0,2,0,,2
OG0018833,OG0018833,2,0,1,0,1,0,,2
OG0018834,OG0018834,2,0,0,1,1,0,,2
OG0018835,OG0018835,2,0,1,0,1,0,,2
OG0018836,OG0018836,2,0,1,0,1,0,,2
OG0018837,OG0018837,2,0,0,1,1,0,,2
OG0018838,OG0018838,2,0,0,0,1,1,,2
OG0018839,OG0018839,2,0,0,1,1,0,,2
OG0018840,OG0018840,2,0,1,0,1,0,,2
OG0018841,OG0018841,2,0,1,0,1,0,,2
OG0018842,OG0018842,2,0,0,1,1,0,,2
OG0018843,OG0018843,2,0,0,1,1,0,,2
OG0018844,OG0018844,2,0,0,1,1,0,,2
OG0018845,OG0018845,2,0,0,1,1,0,,2
OG0018846,OG0018846,2,0,1,0,1,0,,2
OG0018847,OG0018847,2,0,0,0,1,1,,2
OG0018848,OG0018848,2,0,1,0,1,0,,2
OG0018849,OG0018849,2,0,0,0,1,1,,2
OG0018850,OG0018850,2,0,0,1,1,0,,2
OG0018851,OG0018851,2,0,1,0,1,0,,2
OG0018852,OG0018852,2,0,0,1,1,0,,2
OG0018853,OG0018853,2,0,0,1,1,0,,2
OG0018854,OG0018854,2,0,0,1,1,0,,2
OG0018855,OG0018855,2,0,1,0,1,0,,2
OG0018856,OG0018856,2,0,0,1,1,0,,2
OG0018857,OG0018857,2,0,0,0,1,1,,2
OG0018858,OG0018858,2,0,0,0,1,1,,2
OG0018859,OG0018859,2,0,0,0,1,1,,2
OG0018860,OG0018860,2,0,1,0,1,0,,2
OG0018861,OG0018861,2,0,0,1,1,0,,2
OG0018862,OG0018862,2,0,0,1,1,0,,2
OG0018863,OG0018863,2,0,1,0,1,0,,2
OG0018864,OG0018864,2,0,1,0,1,0,,2
OG0018865,OG0018865,2,0,0,1,1,0,,2
OG0018866,OG0018866,2,0,0,1,1,0,,2
OG0018867,OG0018867,2,0,0,1,1,0,,2
OG0018868,OG0018868,2,0,1,0,1,0,,2
OG0018869,OG0018869,2,0,0,0,1,1,,2
OG0018870,OG0018870,2,0,0,0,1,1,,2
OG0018871,OG0018871,2,0,0,1,1,0,,2
OG0018872,OG0018872,2,0,0,0,1,1,,2
OG0018873,OG0018873,2,0,1,0,1,0,,2
OG0018874,OG0018874,2,0,0,1,1,0,,2
OG0018875,OG0018875,2,0,0,1,1,0,,2
OG0018876,OG0018876,2,0,0,1,1,0,,2
OG0018877,OG0018877,2,0,0,0,1,1,,2
OG0018878,OG0018878,2,0,0,0,1,1,,2
OG0018879,OG0018879,2,0,0,1,1,0,,2
OG0018880,OG0018880,2,0,0,1,1,0,,2
OG0018881,OG0018881,2,0,0,0,1,1,,2
OG0018882,OG0018882,2,0,0,1,1,0,,2
OG0018883,OG0018883,2,0,0,1,1,0,,2
OG0018884,OG0018884,2,0,0,0,1,1,,2
OG0018885,OG0018885,2,0,0,1,1,0,,2
OG0018886,OG0018886,2,0,0,1,1,0,,2
OG0018887,OG0018887,2,0,0,1,1,0,,2
OG0018888,OG0018888,2,0,0,1,1,0,,2
OG0018889,OG0018889,2,0,1,0,1,0,,2
OG0018890,OG0018890,2,0,0,1,1,0,,2
OG0018891,OG0018891,2,0,0,1,1,0,,2
OG0018892,OG0018892,2,0,0,0,1,1,,2
OG0018893,OG0018893,2,0,0,1,1,0,,2
OG0018894,OG0018894,2,0,0,1,1,0,,2
OG0018895,OG0018895,2,0,0,1,1,0,,2
OG0018896,OG0018896,2,0,0,0,1,1,,2
OG0018897,OG0018897,2,0,0,1,1,0,,2
OG0018898,OG0018898,2,0,0,0,1,1,,2
OG0018899,OG0018899,2,0,0,1,1,0,,2
OG0018900,OG0018900,2,0,0,0,1,1,,2
OG0018901,OG0018901,2,0,0,1,1,0,,2
OG0018902,OG0018902,2,0,1,0,1,0,,2
OG0018903,OG0018903,2,0,0,0,1,1,,2
OG0018904,OG0018904,2,0,0,1,1,0,,2
OG0018905,OG0018905,2,0,0,0,2,0,,2
OG0018906,OG0018906,2,0,1,0,1,0,,2
OG0018907,OG0018907,2,0,0,1,1,0,,2
OG0018908,OG0018908,2,0,0,0,1,1,,2
OG0018909,OG0018909,2,0,0,0,1,1,,2
OG0018910,OG0018910,2,0,0,0,1,1,,2
OG0018911,OG0018911,2,0,0,0,1,1,,2
OG0018912,OG0018912,2,0,0,0,2,0,,2
OG0018913,OG0018913,2,0,0,1,1,0,,2
OG0018914,OG0018914,2,0,0,1,1,0,,2
OG0018915,OG0018915,2,0,0,0,1,1,,2
OG0018916,OG0018916,2,0,0,0,2,0,,2
OG0018917,OG0018917,2,0,0,1,1,0,,2
OG0018918,OG0018918,2,0,1,0,1,0,,2
OG0018919,OG0018919,2,0,0,0,1,1,,2
OG0018920,OG0018920,2,0,0,1,1,0,,2
OG0018921,OG0018921,2,0,1,0,1,0,,2
OG0018922,OG0018922,2,0,0,0,1,1,,2
OG0018923,OG0018923,2,0,0,1,1,0,,2
OG0018924,OG0018924,2,0,0,0,1,1,,2
OG0018925,OG0018925,2,0,0,0,1,1,,2
OG0018926,OG0018926,2,0,0,1,1,0,,2
OG0018927,OG0018927,2,0,0,1,1,0,,2
OG0018928,OG0018928,2,0,0,0,1,1,,2
OG0018929,OG0018929,2,0,0,1,1,0,,2
OG0018930,OG0018930,2,0,0,1,1,0,,2
OG0018931,OG0018931,2,1,0,0,1,0,,2
OG0018932,OG0018932,2,0,0,1,1,0,,2
OG0018933,OG0018933,2,0,0,1,1,0,,2
OG0018934,OG0018934,2,0,0,1,1,0,,2
OG0018935,OG0018935,2,0,0,0,1,1,,2
OG0018936,OG0018936,2,0,1,0,1,0,,2
OG0018937,OG0018937,2,0,0,0,1,1,,2
OG0018938,OG0018938,2,0,1,0,1,0,,2
OG0018939,OG0018939,2,0,0,1,1,0,,2
OG0018940,OG0018940,2,0,0,1,1,0,,2
OG0018941,OG0018941,2,0,0,0,1,1,,2
OG0018942,OG0018942,2,0,0,1,1,0,,2
OG0018943,OG0018943,2,0,0,1,1,0,,2
OG0018944,OG0018944,2,0,0,1,1,0,,2
OG0018945,OG0018945,2,0,0,0,1,1,,2
OG0018946,OG0018946,2,0,0,0,1,1,,2
OG0018947,OG0018947,2,0,0,0,1,1,,2
OG0018948,OG0018948,2,0,0,0,1,1,,2
OG0018949,OG0018949,2,0,0,0,2,0,,2
OG0018950,OG0018950,2,0,0,1,1,0,,2
OG0018951,OG0018951,2,0,0,0,1,1,,2
OG0018952,OG0018952,2,0,0,1,1,0,,2
OG0018953,OG0018953,2,0,0,1,1,0,,2
OG0018954,OG0018954,2,0,0,1,1,0,,2
OG0018955,OG0018955,2,0,1,0,1,0,,2
OG0018956,OG0018956,2,0,0,1,1,0,,2
OG0018957,OG0018957,2,0,0,1,1,0,,2
OG0018958,OG0018958,2,0,0,0,1,1,,2
OG0018959,OG0018959,2,0,0,1,1,0,,2
OG0018960,OG0018960,2,0,0,1,1,0,,2
OG0018961,OG0018961,2,0,0,0,1,1,,2
OG0018962,OG0018962,2,0,0,0,1,1,,2
OG0018963,OG0018963,2,0,0,1,1,0,,2
OG0018964,OG0018964,2,0,0,1,1,0,,2
OG0018965,OG0018965,2,0,0,0,2,0,,2
OG0018966,OG0018966,2,0,0,1,1,0,,2
OG0018967,OG0018967,2,0,0,1,1,0,,2
OG0018968,OG0018968,2,0,0,1,1,0,,2
OG0018969,OG0018969,2,0,0,0,1,1,,2
OG0018970,OG0018970,2,0,1,0,1,0,,2
OG0018971,OG0018971,2,0,1,0,1,0,,2
OG0018972,OG0018972,2,0,0,1,1,0,,2
OG0018973,OG0018973,2,0,0,1,1,0,,2
OG0018974,OG0018974,2,0,1,0,1,0,,2
OG0018975,OG0018975,2,0,1,0,1,0,,2
OG0018976,OG0018976,2,0,0,1,1,0,,2
OG0018977,OG0018977,2,0,0,0,1,1,,2
OG0018978,OG0018978,2,0,0,1,1,0,,2
OG0018979,OG0018979,2,0,0,1,1,0,,2
OG0018980,OG0018980,2,0,1,0,1,0,,2
OG0018981,OG0018981,2,0,0,0,1,1,,2
OG0018982,OG0018982,2,0,0,1,1,0,,2
OG0018983,OG0018983,2,0,1,0,1,0,,2
OG0018984,OG0018984,2,0,1,0,1,0,,2
OG0018985,OG0018985,2,0,0,0,1,1,,2
OG0018986,OG0018986,2,0,0,1,1,0,,2
OG0018987,OG0018987,2,0,1,0,1,0,,2
OG0018988,OG0018988,2,0,0,1,1,0,,2
OG0018989,OG0018989,2,0,0,0,1,1,,2
OG0018990,OG0018990,2,0,1,0,1,0,,2
OG0018991,OG0018991,2,0,0,1,1,0,,2
OG0018992,OG0018992,2,0,0,1,1,0,,2
OG0018993,OG0018993,2,0,0,1,1,0,,2
OG0018994,OG0018994,2,0,0,1,1,0,,2
OG0018995,OG0018995,2,0,0,1,1,0,,2
OG0018996,OG0018996,2,0,0,0,1,1,,2
OG0018997,OG0018997,2,0,0,0,1,1,,2
OG0018998,OG0018998,2,0,0,1,1,0,,2
OG0018999,OG0018999,2,0,1,0,1,0,,2
OG0019000,OG0019000,2,0,0,1,1,0,,2
OG0019001,OG0019001,2,0,0,0,1,1,,2
OG0019002,OG0019002,2,0,0,1,1,0,,2
OG0019003,OG0019003,2,0,1,0,1,0,,2
OG0019004,OG0019004,2,0,1,0,1,0,,2
OG0019005,OG0019005,2,1,0,0,1,0,,2
OG0019006,OG0019006,2,0,1,0,1,0,,2
OG0019007,OG0019007,2,0,0,1,1,0,,2
OG0019008,OG0019008,2,0,0,1,1,0,,2
OG0019009,OG0019009,2,0,0,0,1,1,,2
OG0019010,OG0019010,2,0,0,1,1,0,,2
OG0019011,OG0019011,2,0,0,0,1,1,,2
OG0019012,OG0019012,2,0,0,1,1,0,,2
OG0019013,OG0019013,2,0,1,0,1,0,,2
OG0019014,OG0019014,2,0,0,1,1,0,,2
OG0019015,OG0019015,2,0,1,0,1,0,,2
OG0019016,OG0019016,2,0,0,0,1,1,,2
OG0019017,OG0019017,2,0,0,0,1,1,,2
OG0019018,OG0019018,2,0,1,0,1,0,,2
OG0019019,OG0019019,2,0,0,1,1,0,,2
OG0019020,OG0019020,2,0,0,1,1,0,,2
OG0019021,OG0019021,2,0,0,0,1,1,,2
OG0019022,OG0019022,2,0,0,1,1,0,,2
OG0019023,OG0019023,2,0,0,1,1,0,,2
OG0019024,OG0019024,2,0,0,1,1,0,,2
OG0019025,OG0019025,2,0,0,0,1,1,,2
OG0019026,OG0019026,2,0,0,1,1,0,,2
OG0019027,OG0019027,2,0,0,0,1,1,,2
OG0019028,OG0019028,2,0,0,1,1,0,,2
OG0019029,OG0019029,2,0,0,0,1,1,,2
OG0019030,OG0019030,2,0,0,1,1,0,,2
OG0019031,OG0019031,2,0,0,0,1,1,,2
OG0019032,OG0019032,2,0,0,1,1,0,,2
OG0019033,OG0019033,2,0,0,0,1,1,,2
OG0019034,OG0019034,2,0,1,0,1,0,,2
OG0019035,OG0019035,2,0,0,1,1,0,,2
OG0019036,OG0019036,2,0,1,0,1,0,,2
OG0019037,OG0019037,2,0,0,1,1,0,,2
OG0019038,OG0019038,2,0,0,1,1,0,,2
OG0019039,OG0019039,2,0,0,1,1,0,,2
OG0019040,OG0019040,2,0,0,1,1,0,,2
OG0019041,OG0019041,2,0,0,1,1,0,,2
OG0019042,OG0019042,2,0,0,1,1,0,,2
OG0019043,OG0019043,2,0,0,1,1,0,,2
OG0019044,OG0019044,2,0,1,0,1,0,,2
OG0019045,OG0019045,2,0,1,0,1,0,,2
OG0019046,OG0019046,2,0,1,0,1,0,,2
OG0019047,OG0019047,2,0,0,1,1,0,,2
OG0019048,OG0019048,2,0,0,0,1,1,,2
OG0019049,OG0019049,2,0,0,1,1,0,,2
OG0019050,OG0019050,2,0,0,1,1,0,,2
OG0019051,OG0019051,2,0,0,0,1,1,,2
OG0019052,OG0019052,2,0,1,0,1,0,,2
OG0019053,OG0019053,2,0,1,0,1,0,,2
OG0019054,OG0019054,2,0,1,0,1,0,,2
OG0019055,OG0019055,2,0,0,1,1,0,,2
OG0019056,OG0019056,2,0,0,1,1,0,,2
OG0019057,OG0019057,2,0,0,1,1,0,,2
OG0019058,OG0019058,2,0,0,0,1,1,,2
OG0019059,OG0019059,2,0,0,1,1,0,,2
OG0019060,OG0019060,2,0,0,1,1,0,,2
OG0019061,OG0019061,2,0,0,1,1,0,,2
OG0019062,OG0019062,2,0,0,0,1,1,,2
OG0019063,OG0019063,2,0,0,1,1,0,,2
OG0019064,OG0019064,2,0,0,1,1,0,,2
OG0019065,OG0019065,2,0,1,0,1,0,,2
OG0019066,OG0019066,2,0,0,0,2,0,,2
OG0019067,OG0019067,2,0,1,0,1,0,,2
OG0019068,OG0019068,2,0,1,0,1,0,,2
OG0019069,OG0019069,2,0,0,0,1,1,,2
OG0019070,OG0019070,2,0,0,1,1,0,,2
OG0019071,OG0019071,2,0,1,0,1,0,,2
OG0019072,OG0019072,2,0,0,0,1,1,,2
OG0019073,OG0019073,2,0,0,1,1,0,,2
OG0019074,OG0019074,2,0,0,1,1,0,,2
OG0019075,OG0019075,2,0,0,0,1,1,,2
OG0019076,OG0019076,2,0,1,0,1,0,,2
OG0019077,OG0019077,2,0,0,1,1,0,,2
OG0019078,OG0019078,2,0,0,1,1,0,,2
OG0019079,OG0019079,2,0,0,1,1,0,,2
OG0019080,OG0019080,2,0,0,1,1,0,,2
OG0019081,OG0019081,2,0,0,1,1,0,,2
OG0019082,OG0019082,2,0,0,1,1,0,,2
OG0019083,OG0019083,2,0,0,1,1,0,,2
OG0019084,OG0019084,2,0,0,1,1,0,,2
OG0019085,OG0019085,2,0,0,1,1,0,,2
OG0019086,OG0019086,2,0,1,0,1,0,,2
OG0019087,OG0019087,2,0,0,1,1,0,,2
OG0019088,OG0019088,2,0,0,0,1,1,,2
OG0019089,OG0019089,2,0,0,0,1,1,,2
OG0019090,OG0019090,2,0,0,0,1,1,,2
OG0019091,OG0019091,2,0,0,1,1,0,,2
OG0019092,OG0019092,2,0,0,0,1,1,,2
OG0019093,OG0019093,2,0,0,0,1,1,,2
OG0019094,OG0019094,2,0,0,0,1,1,,2
OG0019095,OG0019095,2,0,0,1,1,0,,2
OG0019096,OG0019096,2,0,0,1,1,0,,2
OG0019097,OG0019097,2,0,0,1,1,0,,2
OG0019098,OG0019098,2,0,0,0,1,1,,2
OG0019099,OG0019099,2,0,0,1,1,0,,2
OG0019100,OG0019100,2,0,1,0,1,0,,2
OG0019101,OG0019101,2,0,1,0,1,0,,2
OG0019102,OG0019102,2,0,0,0,1,1,,2
OG0019103,OG0019103,2,0,0,0,1,1,,2
OG0019104,OG0019104,2,1,0,0,1,0,,2
OG0019105,OG0019105,2,0,0,0,1,1,,2
OG0019106,OG0019106,2,0,0,0,1,1,,2
OG0019107,OG0019107,2,0,0,1,1,0,,2
OG0019108,OG0019108,2,0,0,1,1,0,,2
OG0019109,OG0019109,2,0,0,1,1,0,,2
OG0019110,OG0019110,2,0,0,1,1,0,,2
OG0019111,OG0019111,2,0,0,1,1,0,,2
OG0019112,OG0019112,2,0,0,1,1,0,,2
OG0019113,OG0019113,2,0,0,0,1,1,,2
OG0019114,OG0019114,2,0,1,0,1,0,,2
OG0019115,OG0019115,2,0,0,1,1,0,,2
OG0019116,OG0019116,2,0,0,1,1,0,,2
OG0019117,OG0019117,2,0,0,1,1,0,,2
OG0019118,OG0019118,2,0,0,1,1,0,,2
OG0019119,OG0019119,2,0,0,0,1,1,,2
OG0019120,OG0019120,2,0,0,0,1,1,,2
OG0019121,OG0019121,2,0,0,0,1,1,,2
OG0019122,OG0019122,2,0,0,1,1,0,,2
OG0019123,OG0019123,2,0,0,1,1,0,,2
OG0019124,OG0019124,2,0,1,0,1,0,,2
OG0019125,OG0019125,2,0,0,1,1,0,,2
OG0019126,OG0019126,2,0,0,1,1,0,,2
OG0019127,OG0019127,2,0,0,1,1,0,,2
OG0019128,OG0019128,2,0,0,1,1,0,,2
OG0019129,OG0019129,2,0,0,1,1,0,,2
OG0019130,OG0019130,2,0,0,0,1,1,,2
OG0019131,OG0019131,2,0,0,0,1,1,,2
OG0019132,OG0019132,2,0,0,0,1,1,,2
OG0019133,OG0019133,2,0,0,0,1,1,,2
OG0019134,OG0019134,2,0,0,1,1,0,,2
OG0019135,OG0019135,2,0,0,0,1,1,,2
OG0019136,OG0019136,2,0,0,1,1,0,,2
OG0019137,OG0019137,2,0,1,0,1,0,,2
OG0019138,OG0019138,2,0,0,0,1,1,,2
OG0019139,OG0019139,2,0,1,0,1,0,,2
OG0019140,OG0019140,2,0,0,0,1,1,,2
OG0019141,OG0019141,2,0,0,1,1,0,,2
OG0019142,OG0019142,2,0,1,0,1,0,,2
OG0019143,OG0019143,2,0,0,0,2,0,,2
OG0019144,OG0019144,2,0,0,0,1,1,,2
OG0019145,OG0019145,2,0,0,1,1,0,,2
OG0019146,OG0019146,2,0,0,1,1,0,,2
OG0019147,OG0019147,2,0,0,1,1,0,,2
OG0019148,OG0019148,2,0,0,0,1,1,,2
OG0019149,OG0019149,2,0,1,0,1,0,,2
OG0019150,OG0019150,2,0,1,0,1,0,,2
OG0019151,OG0019151,2,0,0,1,1,0,,2
OG0019152,OG0019152,2,0,1,0,1,0,,2
OG0019153,OG0019153,2,0,0,1,1,0,,2
OG0019154,OG0019154,2,0,0,0,1,1,,2
OG0019155,OG0019155,2,0,0,1,1,0,,2
OG0019156,OG0019156,2,0,0,1,1,0,,2
OG0019157,OG0019157,2,0,0,0,1,1,,2
OG0019158,OG0019158,2,0,0,0,1,1,,2
OG0019159,OG0019159,2,0,0,0,1,1,,2
OG0019160,OG0019160,2,0,0,1,1,0,,2
OG0019161,OG0019161,2,0,0,0,1,1,,2
OG0019162,OG0019162,2,0,0,0,1,1,,2
OG0019163,OG0019163,2,0,0,0,1,1,,2
OG0019164,OG0019164,2,0,0,0,1,1,,2
OG0019165,OG0019165,2,0,0,1,1,0,,2
OG0019166,OG0019166,2,0,0,1,1,0,,2
OG0019167,OG0019167,2,0,0,0,1,1,,2
OG0019168,OG0019168,2,0,1,0,1,0,,2
OG0019169,OG0019169,2,0,0,1,1,0,,2
OG0019170,OG0019170,2,0,0,1,1,0,,2
OG0019171,OG0019171,2,0,0,1,1,0,,2
OG0019172,OG0019172,2,0,0,0,1,1,,2
OG0019173,OG0019173,2,0,0,1,1,0,,2
OG0019174,OG0019174,2,0,0,0,1,1,,2
OG0019175,OG0019175,2,0,0,1,1,0,,2
OG0019176,OG0019176,2,0,0,0,1,1,,2
OG0019177,OG0019177,2,0,0,0,1,1,,2
OG0019178,OG0019178,2,0,0,1,1,0,,2
OG0019179,OG0019179,2,0,1,0,1,0,,2
OG0019180,OG0019180,2,0,0,0,1,1,,2
OG0019181,OG0019181,2,0,1,0,1,0,,2
OG0019182,OG0019182,2,0,0,1,1,0,,2
OG0019183,OG0019183,2,0,0,1,1,0,,2
OG0019184,OG0019184,2,0,1,0,1,0,,2
OG0019185,OG0019185,2,0,0,1,1,0,,2
OG0019186,OG0019186,2,0,1,0,1,0,,2
OG0019187,OG0019187,2,0,1,0,1,0,,2
OG0019188,OG0019188,2,0,0,0,1,1,,2
