,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
contig_2969,"9,8930826955","-4,6245603266","1,1709857098","-3,9492884395","7,84E-05","0,0004460741"
contig_2972,"28,6573417295","-2,1133148013","0,4557242894","-4,6372661071","3,53E-06","2,54E-05"
contig_2973,"222,7319026517","-1,4815478554","0,2643991505","-5,6034516477","2,10E-08","2,08E-07"
contig_2975,"16,735503039","2,719392353","0,5860949785","4,6398492612","3,49E-06","2,52E-05"
contig_2983,"104,5426995991","-1,3500679198","0,2856906479","-4,7256286815","2,29E-06","1,70E-05"
contig_2986,"300,2437916423","1,6078317783","0,2012472781","7,989334281","1,36E-15","3,08E-14"
contig_2987,"20,3219510849","-5,7345888674","1,1065984316","-5,1821769339","2,19E-07","1,89E-06"
contig_2996,"1764,6497726678","9,7653315274","1,1805390158","8,2719261258","1,32E-16","3,29E-15"
contig_3006,"41,3149962889","-2,8753127843","0,4269751745","-6,7341451116","1,65E-11","2,40E-10"
contig_3020,"35,3078268319","-3,5171805913","0,8046621475","-4,3710029137","1,24E-05","8,16E-05"
contig_3027,"5,9580245624","-5,7943865124","1,443806471","-4,0132709119","5,99E-05","0,0003483285"
contig_3061,"182,9657741699","-2,1515335779","0,2577647146","-8,3468894528","7,01E-17","1,81E-15"
contig_3094,"97,6447870669","-1,0013974162","0,3058942849","-3,2736715454","0,0010615993","0,0047203752"
contig_3108,"51,9365673243","-1,4408850255","0,3442325103","-4,1857900759","2,84E-05","0,0001755324"
contig_3113,"15,6902938767","3,3469022901","0,7227256071","4,6309446587","3,64E-06","2,62E-05"
contig_3114,"226,9205574129","-2,4932508714","0,275082818","-9,0636372341","1,26E-19","4,33E-18"
contig_3137,"99,1189855595","-1,7979018252","0,3610863639","-4,9791462791","6,39E-07","5,16E-06"
contig_3150,"13,3783522635","-2,1962190621","0,7044075389","-3,1178244706","0,0018219128","0,0076569648"
contig_3159,"54,4354208584","-1,31136809","0,3446742454","-3,8046593488","0,0001419995","0,0007660498"
contig_3182,"10,0217588978","-3,2708856436","0,8787748419","-3,7220975016","0,0001975747","0,0010354015"
contig_3204,"24,7080827617","2,0691744186","0,5047807924","4,0991544244","4,15E-05","0,0002485386"
contig_3239,"11,4350490925","-3,5418353717","0,9075454269","-3,9026535384","9,51E-05","0,0005318727"
contig_3242,"10,2091697151","-3,2509098238","0,8890648362","-3,6565497718","0,0002556328","0,0013095663"
contig_3247,"24,4239408347","1,8383610692","0,4754894102","3,8662502883","0,0001105215","0,0006102179"
contig_3268,"139,7115874828","-1,8000141617","0,2659027596","-6,7694452065","1,29E-11","1,91E-10"
contig_3270,"15,1253691801","-4,667659043","1,0101939927","-4,6205571177","3,83E-06","2,74E-05"
contig_3285,"34,3983333342","-3,3381822781","0,6133028529","-5,442958992","5,24E-08","4,92E-07"
contig_3300,"3,4413306999","-5,0040268813","1,5549505774","-3,2181259996","0,0012903112","0,0056289625"
contig_3301,"46,5827621293","-1,5519255852","0,355420881","-4,3664445963","1,26E-05","8,32E-05"
contig_3304,"59,5765096175","0,9604973838","0,3146165063","3,0529147856","0,0022663028","0,0093153918"
contig_3310,"117,6776588064","-1,7308541329","0,3023567104","-5,7245434723","1,04E-08","1,07E-07"
contig_3320,"15,331099774","-2,766980886","0,6647390895","-4,1625066582","3,15E-05","0,0001927839"
